"judge_result_id","eval_item_id","eval_run_id","judge_type","judge_label","error_type","overall_score","correctness_score","grounding_score","safety_score"
"309","43180","8874","model_judge","needs_human_review","tool_failure","0.8536","0.0316","0.9774","0.1757"
"310","22856","14494","model_judge","pass","grounding_gap","0.2138","0.5163","0.6733","0.0874"
"311","32377","3388","rule_engine","borderline","none","0.8829","0.48","0.8333","0.602"
"312","2438","9956","hybrid_judge","needs_human_review","format","0.0108","0.5629","0.5686","0.3699"
"313","9278","19865","rule_engine","needs_human_review","hallucination","0.8927","0.5078","0.7791","0.8517"
"314","38846","19515","hybrid_judge","fail","reasoning","0.3924","0.9243","0.0597","0.1439"
"315","15614","20676","model_judge","borderline","reasoning","0.9273","0.2355","0.9578","0.7292"
"316","21036","23985","rule_engine","fail","reasoning","0.8688","0.2138","0.8247","0.7111"
"317","42227","15612","pairwise_ranker","pass","reasoning","0.2123","0.1954","0.8351","0.5016"
"318","42753","11439","model_judge","needs_human_review","format","0.1782","0.2979","0.2673","0.7476"
"319","13410","6227","pairwise_ranker","needs_human_review","none","0.2245","0.6703","0.794","0.2616"
"320","23392","24254","rule_engine","needs_human_review","policy","0.4948","0.1663","0.698","0.4385"
"321","10977","16236","rule_engine","needs_human_review","grounding_gap","0.3771","0.8099","0.8048","0.4112"
"322","45370","24029","rule_engine","pass","grounding_gap","0.4048","0.042","0.7063","0.6539"
"323","48168","837","pairwise_ranker","needs_human_review","reasoning","0.4817","0.0755","0.8069","0.402"
"324","17218","6847","pairwise_ranker","needs_human_review","policy","0.8278","0.5732","0.9275","0.9674"
"325","20001","2451","rule_engine","needs_human_review","reasoning","0.4338","0.8205","0.032","0.1173"
"326","13117","3126","rule_engine","needs_human_review","policy","0.3826","0.5427","0.1529","0.0474"
"327","19693","24246","hybrid_judge","fail","policy","0.6068","0.8898","0.963","0.5036"
"328","13555","14429","rule_engine","pass","none","0.7245","0.7806","0.0525","0.3252"
"329","3980","19170","pairwise_ranker","pass","hallucination","0.0886","0.6567","0.3061","0.0391"
"330","9648","22411","model_judge","needs_human_review","policy","0.6462","0.2772","0.7347","0.1068"
"331","21278","10189","hybrid_judge","needs_human_review","reasoning","0.011","0.2543","0.2059","0.4651"
"332","44325","19449","pairwise_ranker","needs_human_review","format","0.3551","0.9007","0.6865","0.8001"
"333","5724","6158","pairwise_ranker","borderline","tool_failure","0.6742","0.3215","0.8589","0.8075"
"334","17064","18752","model_judge","fail","none","0.7978","0.6143","0.0984","0.7864"
"335","42569","12023","hybrid_judge","fail","format","0.7253","0.6491","0.5592","0.1686"
"336","35210","22295","pairwise_ranker","pass","format","0.8087","0.1495","0.5689","0.7204"
"337","4626","7850","model_judge","pass","reasoning","0.9091","0.9228","0.9708","0.2338"
"338","33640","23190","rule_engine","pass","format","0.7968","0.6258","0.7475","0.0988"
"339","33635","12731","pairwise_ranker","pass","tool_failure","0.181","0.4324","0.1155","0.098"
"340","11315","10714","model_judge","pass","format","0.6401","0.2215","0.5028","0.165"
"341","36093","12366","model_judge","pass","hallucination","0.9943","0.9113","0.0503","0.2037"
"342","39081","12721","pairwise_ranker","fail","reasoning","0.1295","0.1926","0.5342","0.3326"
"343","25659","1105","pairwise_ranker","borderline","format","0.1152","0.5964","0.1037","0.8708"
"344","12324","1038","pairwise_ranker","pass","reasoning","0.2228","0.7935","0.9742","0.5993"
"345","29187","23927","hybrid_judge","fail","none","0.249","0.8216","0.2241","0.3855"
"346","24643","12979","hybrid_judge","pass","policy","0.6778","0.7973","0.4588","0.3766"
"347","11564","21261","model_judge","needs_human_review","none","0.2444","0.4976","0.6249","0.5962"
"348","25213","6611","model_judge","pass","grounding_gap","0.5961","0.8561","0.0747","0.8104"
"349","14563","17855","rule_engine","borderline","none","0.3907","0.4777","0.3953","0.551"
"350","27191","15205","pairwise_ranker","fail","reasoning","0.5796","0.6271","0.0804","0.6195"
"351","23073","5387","pairwise_ranker","pass","format","0.8906","0.1256","0.1399","0.3735"
"352","35601","17926","pairwise_ranker","fail","grounding_gap","0.8473","0.6211","0.1472","0.3427"
"353","13612","23748","rule_engine","fail","none","0.3625","0.0037","0.1344","0.8923"
"354","28214","10476","model_judge","fail","none","0.8888","0.9457","0.7035","0.0361"
"355","35594","11507","model_judge","fail","reasoning","0.1154","0.088","0.1807","0.0891"
"356","49674","7388","pairwise_ranker","needs_human_review","hallucination","0.0862","0.5264","0.4934","0.89"
"357","15079","8032","hybrid_judge","fail","none","0.6643","0.223","0.4213","0.2993"
"358","24833","14188","model_judge","fail","policy","0.0855","0.0182","0.3774","0.7457"
"359","6965","4995","hybrid_judge","pass","policy","0.7557","0.9822","0.874","0.0451"
"360","36423","20701","pairwise_ranker","pass","hallucination","0.2764","0.1657","0.7028","0.5552"
"361","32994","2337","hybrid_judge","fail","format","0.6928","0.5181","0.1159","0.9662"
"362","49356","15539","hybrid_judge","needs_human_review","tool_failure","0.1024","0.5731","0.2058","0.5661"
"363","36660","7411","rule_engine","borderline","hallucination","0.37","0.0459","0.8488","0.9453"
"364","46830","9827","hybrid_judge","borderline","reasoning","0.9145","0.8194","0.4694","0.2792"
"365","41575","17508","rule_engine","pass","tool_failure","0.1447","0.7947","0.7283","0.6699"
"366","9470","22148","hybrid_judge","pass","reasoning","0.8132","0.8131","0.7779","0.3344"
"367","610","9462","pairwise_ranker","needs_human_review","none","0.5021","0.1178","0.2271","0.5081"
"368","21917","17340","model_judge","needs_human_review","hallucination","0.1371","0.0637","0.2317","0.7546"
"369","14843","24187","hybrid_judge","needs_human_review","grounding_gap","0.1955","0.9872","0.1853","0.6074"
"370","43033","16555","hybrid_judge","borderline","grounding_gap","0.5682","0.4412","0.4319","0.5093"
"371","24310","11383","model_judge","borderline","grounding_gap","0.8401","0.8208","0.035","0.6304"
"372","33809","12901","rule_engine","needs_human_review","none","0.2478","0.6619","0.4485","0.9245"
"373","14131","11271","rule_engine","borderline","policy","0.5858","0.7385","0.0538","0.3786"
"374","47564","5966","hybrid_judge","pass","policy","0.4595","0.2997","0.1706","0.3445"
"375","5134","24913","model_judge","fail","format","0.3066","0.0942","0.2541","0.9634"
"376","20453","14310","pairwise_ranker","borderline","none","0.5792","0.369","0.6678","0.2855"
"377","46367","20832","hybrid_judge","needs_human_review","tool_failure","0.6473","0.6006","0.7788","0.7209"
"378","6679","949","rule_engine","borderline","grounding_gap","0.0576","0.5298","0.4681","0.3505"
"379","49957","24137","rule_engine","fail","reasoning","0.0208","0.6842","0.4792","0.7103"
"380","3520","11220","model_judge","needs_human_review","none","0.3024","0.0189","0.7754","0.1173"
"381","1359","2663","rule_engine","needs_human_review","tool_failure","0.7444","0.9352","0.8367","0.3291"
"382","11619","1335","model_judge","fail","reasoning","0.3194","0.8382","0.9231","0.446"
"383","13415","14420","model_judge","needs_human_review","grounding_gap","0.2491","0.1992","0.7993","0.2005"
"384","23385","6488","rule_engine","borderline","tool_failure","0.2332","0.5636","0.2815","0.2547"
"385","16528","9449","model_judge","needs_human_review","format","0.7608","0.4394","0.0582","0.5366"
"386","22164","4775","rule_engine","fail","hallucination","0.5006","0.3094","0.0495","0.9473"
"387","44659","8407","hybrid_judge","pass","hallucination","0.7015","0.4875","0.5852","0.7585"
"388","12640","9983","model_judge","pass","none","0.6081","0.7344","0.8022","0.8619"
"389","23503","5958","rule_engine","borderline","reasoning","0.047","0.0638","0.5763","0.9914"
"390","37886","6285","pairwise_ranker","fail","tool_failure","0.4776","0.544","0.8301","0.8098"
"391","49536","10507","hybrid_judge","needs_human_review","reasoning","0.6785","0.5933","0.9659","0.2874"
"392","36148","1914","hybrid_judge","borderline","reasoning","0.9639","0.5655","0.099","0.6261"
"393","42391","52","rule_engine","borderline","hallucination","0.6795","0.294","0.4486","0.8971"
"394","1301","21182","pairwise_ranker","pass","reasoning","0.948","0.0964","0.9266","0.725"
"395","14437","20483","model_judge","needs_human_review","format","0.939","0.0935","0.6199","0.1374"
"396","8812","24984","model_judge","needs_human_review","format","0.5529","0.8372","0.9317","0.962"
"397","20139","651","rule_engine","fail","hallucination","0.4583","0.0019","0.3114","0.1295"
"398","33234","20812","rule_engine","needs_human_review","reasoning","0.673","0.7139","0.2452","0.4466"
"399","11016","4794","hybrid_judge","pass","grounding_gap","0.3413","0.9716","0.306","0.0586"
"400","27562","24886","pairwise_ranker","needs_human_review","grounding_gap","0.5564","0.8268","0.6114","0.1522"
"401","12784","2544","rule_engine","pass","hallucination","0.5059","0.633","0.4188","0.6684"
"402","18276","16503","model_judge","fail","hallucination","0.7186","0.4835","0.5403","0.9109"
"403","40920","12851","model_judge","pass","policy","0.6524","0.643","0.2739","0.5753"
"404","38471","12387","rule_engine","borderline","none","0.2089","0.2906","0.5452","0.897"
"405","20883","12614","rule_engine","needs_human_review","format","0.71","0.7728","0.7837","0.1186"
"406","29618","23819","hybrid_judge","needs_human_review","reasoning","0.2005","0.8298","0.0827","0.8251"
"407","15364","11645","model_judge","borderline","hallucination","0.0564","0.9752","0.8021","0.6404"
"408","21432","9542","hybrid_judge","borderline","none","0.1766","0.9115","0.8072","0.3667"
"409","41488","12685","pairwise_ranker","borderline","policy","0.4158","0.4916","0.6345","0.9225"
"410","10008","14321","model_judge","needs_human_review","tool_failure","0.0015","0.0972","0.9946","0.4103"
"411","46317","3622","rule_engine","borderline","hallucination","0.6054","0.7777","0.8418","0.1043"
"412","29660","17416","hybrid_judge","needs_human_review","reasoning","0.1059","0.8354","0.0583","0.3602"
"413","27265","4081","pairwise_ranker","pass","policy","0.6432","0.11","0.2901","0.8478"
"414","49892","14271","hybrid_judge","borderline","format","0.3679","0.1911","0.5489","0.2628"
"415","48950","433","model_judge","fail","policy","0.2001","0.0823","0.1072","0.2368"
"416","11211","4265","model_judge","borderline","none","0.0303","0.6725","0.9285","0.4496"
"417","19310","18787","pairwise_ranker","fail","hallucination","0.0696","0.389","0.3599","0.7854"
"418","27704","20390","pairwise_ranker","pass","policy","0.1765","0.6969","0.6446","0.2512"
"419","34954","4577","hybrid_judge","needs_human_review","policy","0.5179","0.4117","0.7368","0.6368"
"420","47621","12429","pairwise_ranker","pass","hallucination","0.4451","0.0026","0.5527","0.6067"
"421","24354","20371","model_judge","fail","tool_failure","0.7281","0.3515","0.3077","0.1685"
"422","26503","18265","hybrid_judge","fail","reasoning","0.3277","0.9905","0.9622","0.603"
"423","2150","4789","pairwise_ranker","needs_human_review","grounding_gap","0.3479","0.8912","0.5294","0.6047"
"424","9638","23048","hybrid_judge","needs_human_review","tool_failure","0.6184","0.7519","0.7804","0.5989"
"425","24676","18059","pairwise_ranker","fail","format","0.8428","0.1154","0.5404","0.915"
"426","18676","2098","hybrid_judge","needs_human_review","grounding_gap","0.0587","0.693","0.057","0.2332"
"427","10792","11253","rule_engine","needs_human_review","format","0.7072","0.561","0.5491","0.5586"
"428","24333","6914","model_judge","fail","reasoning","0.0743","0.8088","0.6346","0.7389"
"429","48430","12391","rule_engine","fail","tool_failure","0.4862","0.0034","0.2318","0.6173"
"430","8582","6449","model_judge","borderline","none","0.5265","0.1051","0.9559","0.7342"
"431","25111","2793","rule_engine","borderline","hallucination","0.772","0.4188","0.8673","0.8321"
"432","47386","17953","model_judge","pass","policy","0.02","0.4388","0.6513","0.9718"
"433","6690","1131","model_judge","borderline","grounding_gap","0.1376","0.8072","0.8204","0.1547"
"434","22029","20026","model_judge","pass","reasoning","0.933","0.1112","0.1902","0.1602"
"435","6507","4446","hybrid_judge","borderline","policy","0.7011","0.749","0.0684","0.8606"
"436","22792","12122","hybrid_judge","borderline","policy","0.5995","0.1628","0.2014","0.1802"
"437","18259","10992","hybrid_judge","borderline","format","0.7329","0.981","0.9667","0.6954"
"438","46874","4313","model_judge","needs_human_review","reasoning","0.2274","0.1523","0.7245","0.6983"
"439","29152","6818","rule_engine","borderline","hallucination","0.8168","0.5689","0.0488","0.1729"
"440","8506","11541","rule_engine","pass","grounding_gap","0.4547","0.3303","0.8759","0.631"
"441","45666","23672","rule_engine","pass","hallucination","0.2898","0.0827","0.2468","0.8135"
"442","45763","23278","hybrid_judge","needs_human_review","reasoning","0.6471","0.7667","0.0888","0.0324"
"443","49171","8435","model_judge","needs_human_review","tool_failure","0.7102","0.0544","0.84","0.6049"
"444","30673","335","rule_engine","borderline","hallucination","0.8332","0.7754","0.9692","0.6657"
"445","15997","2551","pairwise_ranker","pass","none","0.7392","0.4754","0.3249","0.4853"
"446","30100","14390","hybrid_judge","fail","reasoning","0.9363","0.4734","0.143","0.1207"
"447","33673","1486","model_judge","needs_human_review","none","0.4876","0.8627","0.0053","0.7086"
"448","13546","3211","hybrid_judge","pass","policy","0.0311","0.8132","0.6574","0.3643"
"449","47247","15270","model_judge","needs_human_review","policy","0.6096","0.4522","0.1141","0.3088"
"450","39848","17695","model_judge","pass","policy","0.0487","0.5859","0.6946","0.716"
"451","34067","17600","pairwise_ranker","needs_human_review","format","0.1004","0.4038","0.1554","0.8129"
"452","3460","10872","model_judge","fail","tool_failure","0.5881","0.2085","0.6682","0.048"
"453","893","23954","pairwise_ranker","fail","reasoning","0.2729","0.2584","0.45","0.2919"
"454","45526","4662","pairwise_ranker","needs_human_review","hallucination","0.0272","0.6609","0.3428","0.9361"
"455","28312","10322","rule_engine","pass","policy","0.8172","0.4485","0.4517","0.6335"
"456","20536","20680","pairwise_ranker","fail","none","0.5115","0.2346","0.7903","0.7039"
"457","43340","8671","rule_engine","needs_human_review","none","0.6461","0.8745","0.8418","0.1428"
"458","34459","16939","pairwise_ranker","pass","policy","0.5202","0.9158","0.9357","0.8984"
"459","9999","2919","pairwise_ranker","needs_human_review","hallucination","0.1476","0.4937","0.8882","0.0494"
"460","36963","20277","pairwise_ranker","pass","format","0.089","0.2407","0.45","0.2113"
"461","29339","1836","pairwise_ranker","fail","tool_failure","0.9492","0.7726","0.1762","0.1815"
"462","42229","18279","pairwise_ranker","pass","format","0.9748","0.455","0.5358","0.0076"
"463","49318","14619","pairwise_ranker","pass","hallucination","0.5245","0.3217","0.8268","0.72"
"464","9384","24512","model_judge","borderline","format","0.2316","0.1673","0.2214","0.5325"
"465","16820","4988","pairwise_ranker","needs_human_review","hallucination","0.9206","0.343","0.7361","0.0535"
"466","9851","23461","model_judge","fail","hallucination","0.2274","0.414","0.3441","0.5816"
"467","27803","1199","rule_engine","borderline","none","0.7583","0.0457","0.0136","0.8178"
