"eval_item_id","eval_run_id","program_id","scenario_id","task_category","difficulty_tier","input_modality","requires_tool_use","requires_grounding","policy_sensitivity"
"1601","136","351","scenario_1601","policy_handling","standard","text","1","0","moderate"
"1602","5820","320","scenario_1602","planning","standard","multistep_trace","1","0","moderate"
"1603","22205","9","scenario_1603","qa","easy","text_json","0","0","restricted"
"1604","16327","418","scenario_1604","planning","expert","text_table","1","1","moderate"
"1605","5621","582","scenario_1605","qa","expert","text","1","0","sensitive"
"1606","14911","546","scenario_1606","policy_handling","expert","text_table","1","0","sensitive"
"1607","11447","313","scenario_1607","classification","standard","text_json","0","0","low"
"1608","19109","524","scenario_1608","summarization","hard","text","0","1","moderate"
"1609","21210","462","scenario_1609","planning","expert","text","1","1","low"
"1610","71","545","scenario_1610","summarization","hard","text_table","1","1","restricted"
"1611","16906","562","scenario_1611","summarization","expert","multistep_trace","1","0","restricted"
"1612","4192","206","scenario_1612","summarization","easy","multistep_trace","0","0","low"
"1613","13372","18","scenario_1613","classification","standard","text_table","0","0","moderate"
"1614","804","168","scenario_1614","policy_handling","easy","text","1","1","moderate"
"1615","7377","11","scenario_1615","policy_handling","expert","multistep_trace","0","1","moderate"
"1616","10839","359","scenario_1616","planning","standard","text_table","1","1","low"
"1617","15756","540","scenario_1617","summarization","hard","text_table","0","1","low"
"1618","9175","585","scenario_1618","classification","standard","text_json","1","0","moderate"
"1619","12372","251","scenario_1619","qa","standard","multistep_trace","1","1","low"
"1620","8294","177","scenario_1620","planning","easy","text","0","0","restricted"
"1621","14479","446","scenario_1621","planning","hard","text_table","0","1","moderate"
"1622","6776","513","scenario_1622","tool_use","standard","text_table","0","1","restricted"
"1623","24013","353","scenario_1623","policy_handling","easy","text","0","1","sensitive"
"1624","11877","57","scenario_1624","qa","standard","text_table","0","1","low"
"1625","21668","249","scenario_1625","classification","standard","text_json","0","0","low"
"1626","12069","152","scenario_1626","classification","hard","text_table","0","1","low"
"1627","7656","25","scenario_1627","qa","standard","text","0","0","moderate"
"1628","733","280","scenario_1628","summarization","expert","multistep_trace","0","1","low"
"1629","11088","56","scenario_1629","planning","expert","text_json","1","0","restricted"
"1630","8350","312","scenario_1630","qa","hard","text_table","1","0","low"
"1631","19397","141","scenario_1631","policy_handling","standard","text","1","1","low"
"1632","9125","334","scenario_1632","planning","expert","multistep_trace","1","0","low"
"1633","18857","323","scenario_1633","classification","hard","text","0","1","moderate"
"1634","120","219","scenario_1634","summarization","standard","text","1","1","restricted"
"1635","22782","512","scenario_1635","policy_handling","easy","text_table","1","1","sensitive"
"1636","12581","414","scenario_1636","tool_use","standard","text_table","0","0","low"
"1637","24146","306","scenario_1637","planning","hard","text_table","1","1","low"
"1638","15184","336","scenario_1638","tool_use","standard","text_table","0","1","restricted"
"1639","22888","516","scenario_1639","policy_handling","easy","multistep_trace","0","0","moderate"
"1640","19996","168","scenario_1640","qa","standard","text_table","1","1","low"
"1641","23150","418","scenario_1641","policy_handling","standard","text_table","0","1","sensitive"
"1642","16474","606","scenario_1642","qa","hard","text_table","0","0","moderate"
"1643","14965","522","scenario_1643","planning","hard","multistep_trace","0","1","sensitive"
"1644","22248","337","scenario_1644","planning","hard","text_json","0","0","moderate"
"1645","15513","607","scenario_1645","planning","hard","text","0","1","moderate"
"1646","3052","331","scenario_1646","tool_use","standard","multistep_trace","0","0","restricted"
"1647","11788","401","scenario_1647","planning","easy","text","1","0","sensitive"
"1648","1151","97","scenario_1648","policy_handling","easy","multistep_trace","0","1","restricted"
"1649","11685","400","scenario_1649","summarization","expert","text_json","0","0","moderate"
"1650","18263","62","scenario_1650","classification","easy","text","1","1","moderate"
"1651","16399","489","scenario_1651","qa","easy","text","1","0","low"
"1652","9428","161","scenario_1652","tool_use","standard","multistep_trace","1","1","low"
"1653","3726","138","scenario_1653","policy_handling","hard","text_json","1","0","sensitive"
"1654","23870","153","scenario_1654","tool_use","hard","text","1","1","low"
"1655","3798","72","scenario_1655","classification","expert","text_table","1","0","restricted"
"1656","13334","532","scenario_1656","classification","hard","text_table","1","0","moderate"
"1657","6480","322","scenario_1657","policy_handling","easy","text_json","0","1","sensitive"
"1658","16226","153","scenario_1658","classification","easy","text","0","1","low"
"1659","21902","26","scenario_1659","classification","expert","text","0","1","moderate"
"1660","17361","575","scenario_1660","summarization","expert","text","1","0","sensitive"
"1661","7970","322","scenario_1661","summarization","expert","text_table","1","1","moderate"
"1662","17025","255","scenario_1662","classification","easy","multistep_trace","0","1","sensitive"
"1663","2745","511","scenario_1663","qa","expert","text_json","0","0","sensitive"
"1664","16152","229","scenario_1664","tool_use","hard","text_json","0","0","sensitive"
"1665","12068","28","scenario_1665","classification","standard","multistep_trace","0","1","moderate"
"1666","14565","469","scenario_1666","summarization","expert","text_json","1","0","low"
"1667","21133","121","scenario_1667","planning","hard","text_table","0","0","restricted"
"1668","572","572","scenario_1668","tool_use","easy","text_json","0","0","low"
"1669","3920","47","scenario_1669","tool_use","easy","multistep_trace","0","0","restricted"
"1670","24769","75","scenario_1670","policy_handling","easy","multistep_trace","0","1","low"
"1671","6038","182","scenario_1671","qa","expert","text_json","1","1","restricted"
"1672","3293","209","scenario_1672","summarization","hard","multistep_trace","1","1","low"
"1673","2497","108","scenario_1673","classification","easy","text_table","0","1","restricted"
"1674","701","624","scenario_1674","summarization","expert","text","0","1","moderate"
"1675","7721","548","scenario_1675","summarization","expert","text_json","0","0","moderate"
"1676","3778","451","scenario_1676","classification","standard","text_json","0","0","restricted"
"1677","3421","144","scenario_1677","policy_handling","hard","text_json","1","0","low"
"1678","5015","224","scenario_1678","tool_use","expert","multistep_trace","1","0","restricted"
"1679","20543","86","scenario_1679","qa","hard","text_json","1","1","low"
"1680","14882","257","scenario_1680","policy_handling","standard","text_table","0","1","low"
