attendance_id,employee_id,period_month,scheduled_workdays,present_days,remote_work_days,sick_leave_days,unpaid_leave_days,overtime_hours,attendance_rate
AT001666,E0139,2026-06-01,22,22,1,0,0,12.2,1.0
AT001667,E0139,2026-07-01,22,22,2,0,0,6.0,1.0
AT001668,E0139,2026-08-01,23,22,0,1,0,6.7,0.9565
AT001669,E0140,2025-09-01,22,21,1,1,0,0,0.9545
AT001670,E0140,2025-10-01,20,20,8,0,0,0,1.0
AT001671,E0140,2025-11-01,22,22,5,0,0,2.6,1.0
AT001672,E0140,2025-12-01,21,21,2,0,0,4.7,1.0
AT001673,E0140,2026-01-01,23,23,7,0,0,0,1.0
AT001674,E0140,2026-02-01,23,23,7,0,0,4.2,1.0
AT001675,E0140,2026-03-01,21,21,2,0,0,4.8,1.0
AT001676,E0140,2026-04-01,23,22,7,1,0,3.3,0.9565
AT001677,E0140,2026-05-01,22,22,2,0,0,0.8,1.0
AT001678,E0140,2026-06-01,23,23,6,0,0,0,1.0
AT001679,E0140,2026-07-01,21,21,8,0,0,2.4,1.0
AT001680,E0140,2026-08-01,23,23,5,0,0,2.2,1.0
AT001681,E0141,2025-09-01,20,20,5,0,0,2.5,1.0
AT001682,E0141,2025-10-01,20,19,8,0,1,0,0.95
AT001683,E0141,2025-11-01,22,21,4,0,1,0,0.9545
AT001684,E0141,2025-12-01,20,20,3,0,0,1.1,1.0
AT001685,E0141,2026-01-01,23,21,1,1,1,4.5,0.913
AT001686,E0141,2026-02-01,21,20,2,0,1,0,0.9524
AT001687,E0141,2026-03-01,20,19,3,0,1,0,0.95
AT001688,E0141,2026-04-01,21,21,6,0,0,0.7,1.0
AT001689,E0141,2026-05-01,21,20,7,1,0,0,0.9524
AT001690,E0141,2026-06-01,21,20,1,1,0,3.9,0.9524
AT001691,E0141,2026-07-01,20,20,1,0,0,0.7,1.0
AT001692,E0141,2026-08-01,22,21,4,1,0,0,0.9545
AT001693,E0142,2025-09-01,20,20,6,0,0,5.3,1.0
AT001694,E0142,2025-10-01,20,19,5,1,0,0,0.95
AT001695,E0142,2025-11-01,22,22,2,0,0,0,1.0
AT001696,E0142,2025-12-01,21,21,6,0,0,1.5,1.0
AT001697,E0142,2026-01-01,20,19,7,1,0,0,0.95
AT001698,E0142,2026-02-01,22,22,6,0,0,0,1.0
AT001699,E0142,2026-03-01,20,20,6,0,0,4.8,1.0
AT001700,E0142,2026-04-01,21,21,1,0,0,0,1.0
AT001701,E0142,2026-05-01,21,21,7,0,0,0,1.0
AT001702,E0142,2026-06-01,22,22,7,0,0,2.6,1.0
AT001703,E0142,2026-07-01,21,20,2,0,1,0,0.9524
AT001704,E0142,2026-08-01,20,20,3,0,0,2.9,1.0
AT001705,E0143,2025-09-01,23,23,2,0,0,10.1,1.0
AT001706,E0143,2025-10-01,20,19,4,1,0,10.2,0.95
AT001707,E0143,2025-11-01,21,21,1,0,0,15.2,1.0
AT001708,E0143,2025-12-01,20,20,1,0,0,9.0,1.0
AT001709,E0143,2026-01-01,22,22,6,0,0,12.2,1.0
AT001710,E0143,2026-02-01,22,22,7,0,0,17.7,1.0
AT001711,E0143,2026-03-01,20,20,1,0,0,9.5,1.0
AT001712,E0143,2026-04-01,21,21,8,0,0,13.9,1.0
AT001713,E0143,2026-05-01,22,22,7,0,0,12.4,1.0
AT001714,E0143,2026-06-01,23,22,1,0,1,15.9,0.9565
AT001715,E0143,2026-07-01,20,20,6,0,0,15.1,1.0
AT001716,E0143,2026-08-01,23,23,3,0,0,17.0,1.0
AT001717,E0144,2025-09-01,23,23,0,0,0,0,1.0
AT001718,E0144,2025-10-01,23,23,4,0,0,0.7,1.0
AT001719,E0144,2025-11-01,23,23,5,0,0,0,1.0
AT001720,E0144,2025-12-01,22,22,2,0,0,0.3,1.0
AT001721,E0144,2026-01-01,20,20,0,0,0,2.3,1.0
AT001722,E0144,2026-02-01,20,19,5,1,0,3.7,0.95
AT001723,E0144,2026-03-01,21,21,0,0,0,0.4,1.0
AT001724,E0144,2026-04-01,20,19,6,1,0,0,0.95
AT001725,E0144,2026-05-01,20,19,3,0,1,0,0.95
AT001726,E0144,2026-06-01,22,22,1,0,0,0.6,1.0
AT001727,E0144,2026-07-01,23,22,8,1,0,0,0.9565
AT001728,E0144,2026-08-01,20,19,3,1,0,0,0.95
AT001729,E0145,2025-09-01,21,21,2,0,0,1.8,1.0
AT001730,E0145,2025-10-01,21,21,0,0,0,0,1.0
AT001731,E0145,2025-11-01,22,22,4,0,0,0,1.0
AT001732,E0145,2025-12-01,23,23,6,0,0,0,1.0
AT001733,E0145,2026-01-01,22,22,7,0,0,0,1.0
AT001734,E0145,2026-02-01,21,21,2,0,0,0,1.0
AT001735,E0145,2026-03-01,20,20,0,0,0,1.7,1.0
AT001736,E0145,2026-04-01,21,20,8,0,1,0,0.9524
AT001737,E0145,2026-05-01,22,22,5,0,0,1.3,1.0
AT001738,E0145,2026-06-01,21,21,8,0,0,5.2,1.0
AT001739,E0145,2026-07-01,21,21,8,0,0,3.9,1.0
AT001740,E0145,2026-08-01,20,20,6,0,0,0,1.0
AT001741,E0146,2025-09-01,22,22,8,0,0,3.3,1.0
AT001742,E0146,2025-10-01,22,22,3,0,0,0,1.0
AT001743,E0146,2025-11-01,23,23,5,0,0,0,1.0
AT001744,E0146,2025-12-01,23,23,8,0,0,0,1.0
AT001745,E0146,2026-01-01,22,22,6,0,0,0,1.0
AT001746,E0146,2026-02-01,22,22,1,0,0,3.6,1.0
AT001747,E0146,2026-03-01,21,21,1,0,0,0,1.0
AT001748,E0146,2026-04-01,20,20,1,0,0,0,1.0
AT001749,E0146,2026-05-01,23,22,5,1,0,3.6,0.9565
AT001750,E0146,2026-06-01,22,22,4,0,0,2.4,1.0
AT001751,E0146,2026-07-01,22,22,1,0,0,0,1.0
AT001752,E0146,2026-08-01,22,21,1,1,0,0,0.9545
AT001753,E0147,2025-09-01,20,20,4,0,0,0,1.0
AT001754,E0147,2025-10-01,23,23,1,0,0,4.5,1.0
AT001755,E0147,2025-11-01,20,20,0,0,0,0,1.0
AT001756,E0147,2025-12-01,21,21,6,0,0,0.9,1.0
AT001757,E0147,2026-01-01,23,23,6,0,0,0,1.0
AT001758,E0147,2026-02-01,23,23,6,0,0,0,1.0
AT001759,E0147,2026-03-01,23,23,7,0,0,3.0,1.0
AT001760,E0147,2026-04-01,23,22,7,1,0,3.3,0.9565
AT001761,E0147,2026-05-01,23,22,2,1,0,2.8,0.9565
AT001762,E0147,2026-06-01,23,23,2,0,0,0.4,1.0
AT001763,E0147,2026-07-01,22,22,3,0,0,0,1.0
AT001764,E0147,2026-08-01,23,22,8,1,0,0.4,0.9565
AT001765,E0148,2025-09-01,21,21,6,0,0,5.0,1.0
AT001766,E0148,2025-10-01,23,22,5,0,1,4.4,0.9565
AT001767,E0148,2025-11-01,23,23,5,0,0,0,1.0
AT001768,E0148,2025-12-01,20,20,3,0,0,1.0,1.0
AT001769,E0148,2026-01-01,21,21,1,0,0,0,1.0
AT001770,E0148,2026-02-01,23,22,3,0,1,3.1,0.9565
AT001771,E0148,2026-03-01,20,20,2,0,0,0,1.0
AT001772,E0148,2026-04-01,22,22,0,0,0,5.2,1.0
AT001773,E0148,2026-05-01,22,21,0,0,1,0.4,0.9545
AT001774,E0148,2026-06-01,22,21,0,1,0,0,0.9545
AT001775,E0148,2026-07-01,21,21,4,0,0,0,1.0
AT001776,E0148,2026-08-01,20,20,2,0,0,1.2,1.0
AT001777,E0149,2025-09-01,20,20,4,0,0,0,1.0
AT001778,E0149,2025-10-01,21,21,0,0,0,0,1.0
AT001779,E0149,2025-11-01,22,21,8,1,0,0.5,0.9545
AT001780,E0149,2025-12-01,23,22,4,0,1,2.8,0.9565
AT001781,E0149,2026-01-01,20,20,4,0,0,0,1.0
AT001782,E0149,2026-02-01,21,21,1,0,0,3.1,1.0
AT001783,E0149,2026-03-01,23,23,3,0,0,1.1,1.0
AT001784,E0149,2026-04-01,22,22,1,0,0,2.4,1.0
AT001785,E0149,2026-05-01,21,19,1,1,1,0,0.9048
AT001786,E0149,2026-06-01,20,19,1,1,0,0,0.95
AT001787,E0149,2026-07-01,21,21,1,0,0,5.0,1.0
AT001788,E0149,2026-08-01,21,21,3,0,0,2.2,1.0
AT001789,E0150,2025-09-01,21,20,2,1,0,0,0.9524
AT001790,E0150,2025-10-01,21,21,7,0,0,0,1.0
AT001791,E0150,2025-11-01,21,20,1,1,0,1.6,0.9524
AT001792,E0150,2025-12-01,20,20,8,0,0,0,1.0
AT001793,E0150,2026-01-01,20,20,5,0,0,4.7,1.0
AT001794,E0150,2026-02-01,21,20,6,1,0,0,0.9524
AT001795,E0150,2026-03-01,21,21,1,0,0,0,1.0
AT001796,E0150,2026-04-01,21,20,0,1,0,0,0.9524
AT001797,E0150,2026-05-01,22,21,3,1,0,0,0.9545
AT001798,E0150,2026-06-01,20,20,2,0,0,5.7,1.0
AT001799,E0150,2026-07-01,20,19,6,1,0,0,0.95
AT001800,E0150,2026-08-01,23,22,3,1,0,1.9,0.9565
AT001801,E0151,2025-09-01,23,21,4,1,1,0,0.913
AT001802,E0151,2025-10-01,23,23,0,0,0,3.2,1.0
AT001803,E0151,2025-11-01,23,23,1,0,0,1.0,1.0
AT001804,E0151,2025-12-01,20,20,2,0,0,4.6,1.0
AT001805,E0151,2026-01-01,22,21,3,1,0,4.6,0.9545
AT001806,E0151,2026-02-01,22,22,0,0,0,0.7,1.0
AT001807,E0151,2026-03-01,21,21,5,0,0,0.7,1.0
AT001808,E0151,2026-04-01,20,20,1,0,0,0,1.0
AT001809,E0151,2026-05-01,21,21,8,0,0,5.1,1.0
AT001810,E0151,2026-06-01,22,21,4,1,0,3.1,0.9545
AT001811,E0151,2026-07-01,22,21,0,1,0,0,0.9545
AT001812,E0151,2026-08-01,23,23,8,0,0,0,1.0
AT001813,E0152,2025-09-01,23,22,0,1,0,2.4,0.9565
AT001814,E0152,2025-10-01,21,21,4,0,0,0.4,1.0
AT001815,E0152,2025-11-01,23,23,8,0,0,4.4,1.0
AT001816,E0152,2025-12-01,21,21,2,0,0,0.4,1.0
AT001817,E0152,2026-01-01,20,20,3,0,0,4.7,1.0
AT001818,E0152,2026-02-01,20,19,5,1,0,0,0.95
AT001819,E0152,2026-03-01,23,23,5,0,0,0,1.0
AT001820,E0152,2026-04-01,22,22,6,0,0,5.8,1.0
AT001821,E0152,2026-05-01,22,22,1,0,0,4.9,1.0
AT001822,E0152,2026-06-01,21,21,3,0,0,3.5,1.0
AT001823,E0152,2026-07-01,23,23,1,0,0,0,1.0
AT001824,E0152,2026-08-01,23,22,5,1,0,0,0.9565
AT001825,E0153,2025-09-01,21,21,2,0,0,3.0,1.0
AT001826,E0153,2025-10-01,21,21,7,0,0,4.8,1.0
AT001827,E0153,2025-11-01,21,21,6,0,0,3.3,1.0
AT001828,E0153,2025-12-01,20,20,0,0,0,0,1.0
AT001829,E0153,2026-01-01,20,20,0,0,0,0,1.0
AT001830,E0153,2026-02-01,20,20,4,0,0,0,1.0
AT001831,E0153,2026-03-01,20,20,5,0,0,1.2,1.0
AT001832,E0153,2026-04-01,20,20,8,0,0,4.9,1.0
AT001833,E0153,2026-05-01,22,21,4,0,1,0,0.9545
AT001834,E0153,2026-06-01,23,23,5,0,0,0,1.0
AT001835,E0153,2026-07-01,22,22,4,0,0,0,1.0
AT001836,E0153,2026-08-01,23,23,7,0,0,0,1.0
AT001837,E0154,2025-09-01,21,21,4,0,0,0,1.0
AT001838,E0154,2025-10-01,21,21,5,0,0,4.3,1.0
AT001839,E0154,2025-11-01,21,21,1,0,0,0,1.0
AT001840,E0154,2025-12-01,23,23,0,0,0,0,1.0
AT001841,E0154,2026-01-01,23,23,8,0,0,0,1.0
AT001842,E0154,2026-02-01,23,23,0,0,0,4.5,1.0
AT001843,E0154,2026-03-01,22,22,3,0,0,4.8,1.0
AT001844,E0154,2026-04-01,20,19,8,0,1,0,0.95
AT001845,E0154,2026-05-01,23,23,7,0,0,0,1.0
AT001846,E0154,2026-06-01,21,21,1,0,0,0,1.0
AT001847,E0154,2026-07-01,22,22,5,0,0,5.5,1.0
AT001848,E0154,2026-08-01,22,22,2,0,0,5.3,1.0
AT001849,E0155,2025-09-01,22,21,7,1,0,1.7,0.9545
AT001850,E0155,2025-10-01,23,23,0,0,0,4.1,1.0
AT001851,E0155,2025-11-01,23,23,0,0,0,0,1.0
AT001852,E0155,2025-12-01,21,21,2,0,0,1.3,1.0
AT001853,E0155,2026-01-01,22,22,4,0,0,0,1.0
AT001854,E0155,2026-02-01,21,21,0,0,0,0,1.0
AT001855,E0155,2026-03-01,23,22,3,1,0,0,0.9565
AT001856,E0155,2026-04-01,21,20,7,1,0,3.1,0.9524
AT001857,E0155,2026-05-01,21,21,4,0,0,2.4,1.0
AT001858,E0155,2026-06-01,23,23,1,0,0,0,1.0
AT001859,E0155,2026-07-01,20,20,5,0,0,0,1.0
AT001860,E0155,2026-08-01,20,19,6,1,0,1.2,0.95
AT001861,E0156,2025-09-01,20,20,3,0,0,3.8,1.0
AT001862,E0156,2025-10-01,22,22,1,0,0,3.5,1.0
AT001863,E0156,2025-11-01,22,21,1,1,0,1.1,0.9545
AT001864,E0156,2025-12-01,20,20,3,0,0,1.1,1.0
AT001865,E0156,2026-01-01,23,23,6,0,0,0,1.0
AT001866,E0156,2026-02-01,23,23,6,0,0,1.2,1.0
AT001867,E0156,2026-03-01,23,23,6,0,0,0,1.0
AT001868,E0156,2026-04-01,23,23,6,0,0,4.6,1.0
AT001869,E0156,2026-05-01,21,20,4,1,0,0,0.9524
AT001870,E0156,2026-06-01,20,20,1,0,0,0,1.0
AT001871,E0156,2026-07-01,22,22,2,0,0,1.6,1.0
AT001872,E0156,2026-08-01,20,19,3,1,0,2.0,0.95
AT001873,E0157,2025-09-01,21,21,2,0,0,0,1.0
AT001874,E0157,2025-10-01,23,23,5,0,0,0,1.0
AT001875,E0157,2025-11-01,20,19,4,0,1,0,0.95
AT001876,E0157,2025-12-01,22,22,6,0,0,0,1.0
AT001877,E0157,2026-01-01,21,21,8,0,0,0,1.0
AT001878,E0157,2026-02-01,20,20,3,0,0,0,1.0
AT001879,E0157,2026-03-01,23,23,7,0,0,0,1.0
AT001880,E0157,2026-04-01,20,20,7,0,0,0,1.0
AT001881,E0157,2026-05-01,22,21,7,0,1,0,0.9545
AT001882,E0157,2026-06-01,22,22,5,0,0,1.7,1.0
AT001883,E0157,2026-07-01,23,22,5,0,1,1.7,0.9565
AT001884,E0157,2026-08-01,22,22,4,0,0,3.0,1.0
AT001885,E0158,2025-09-01,22,21,3,1,0,0,0.9545
AT001886,E0158,2025-10-01,21,20,4,1,0,4.2,0.9524
AT001887,E0158,2025-11-01,21,20,3,1,0,4.8,0.9524
AT001888,E0158,2025-12-01,20,20,6,0,0,5.5,1.0
AT001889,E0158,2026-01-01,21,21,8,0,0,1.3,1.0
AT001890,E0158,2026-02-01,23,23,5,0,0,0,1.0
AT001891,E0158,2026-03-01,21,21,6,0,0,0.1,1.0
AT001892,E0158,2026-04-01,20,20,3,0,0,0,1.0
AT001893,E0158,2026-05-01,22,21,2,1,0,0,0.9545
AT001894,E0158,2026-06-01,23,23,7,0,0,3.8,1.0
AT001895,E0158,2026-07-01,21,21,0,0,0,2.8,1.0
AT001896,E0158,2026-08-01,20,19,3,0,1,3.5,0.95
AT001897,E0159,2025-09-01,21,20,2,1,0,3.7,0.9524
AT001898,E0159,2025-10-01,20,19,8,0,1,0,0.95
AT001899,E0159,2025-11-01,20,19,4,1,0,2.4,0.95
AT001900,E0159,2025-12-01,21,21,6,0,0,1.1,1.0
AT001901,E0159,2026-01-01,23,23,0,0,0,1.2,1.0
AT001902,E0159,2026-02-01,20,20,8,0,0,0,1.0
AT001903,E0159,2026-03-01,21,21,3,0,0,0,1.0
AT001904,E0159,2026-04-01,20,19,1,1,0,0,0.95
AT001905,E0159,2026-05-01,21,21,2,0,0,0,1.0
AT001906,E0159,2026-06-01,20,20,1,0,0,4.4,1.0
AT001907,E0159,2026-07-01,23,22,2,1,0,1.6,0.9565
AT001908,E0159,2026-08-01,22,22,4,0,0,0,1.0
AT001909,E0160,2025-09-01,23,22,8,1,0,0,0.9565
AT001910,E0160,2025-10-01,21,19,8,1,1,2.5,0.9048
AT001911,E0160,2025-11-01,23,23,6,0,0,0,1.0
AT001912,E0160,2025-12-01,20,20,0,0,0,2.3,1.0
AT001913,E0160,2026-01-01,23,23,2,0,0,0,1.0
AT001914,E0160,2026-02-01,23,22,6,1,0,2.0,0.9565
AT001915,E0160,2026-03-01,20,20,5,0,0,3.6,1.0
AT001916,E0160,2026-04-01,20,19,1,1,0,5.5,0.95
AT001917,E0160,2026-05-01,20,19,6,1,0,0,0.95
AT001918,E0160,2026-06-01,20,20,5,0,0,0,1.0
AT001919,E0160,2026-07-01,23,23,0,0,0,0,1.0
AT001920,E0160,2026-08-01,22,22,4,0,0,3.3,1.0
AT001921,E0161,2025-09-01,21,21,3,0,0,3.7,1.0
AT001922,E0161,2025-10-01,20,19,4,1,0,0,0.95
AT001923,E0161,2025-11-01,20,20,6,0,0,2.5,1.0
AT001924,E0161,2025-12-01,23,23,1,0,0,0,1.0
AT001925,E0161,2026-01-01,21,21,8,0,0,3.6,1.0
AT001926,E0161,2026-02-01,21,21,5,0,0,0,1.0
AT001927,E0161,2026-03-01,23,23,4,0,0,1.1,1.0
AT001928,E0161,2026-04-01,20,20,2,0,0,0,1.0
AT001929,E0161,2026-05-01,21,21,5,0,0,4.7,1.0
AT001930,E0161,2026-06-01,21,21,2,0,0,0,1.0
AT001931,E0161,2026-07-01,23,23,1,0,0,0,1.0
AT001932,E0161,2026-08-01,21,21,5,0,0,3.1,1.0
AT001933,E0162,2025-09-01,20,20,2,0,0,3.8,1.0
AT001934,E0162,2025-10-01,23,23,4,0,0,0,1.0
AT001935,E0162,2025-11-01,20,20,5,0,0,3.6,1.0
AT001936,E0162,2025-12-01,21,21,6,0,0,5.5,1.0
AT001937,E0162,2026-01-01,20,20,3,0,0,5.2,1.0
AT001938,E0162,2026-02-01,22,22,2,0,0,0,1.0
AT001939,E0162,2026-03-01,22,21,3,1,0,0,0.9545
AT001940,E0162,2026-04-01,20,19,1,1,0,1.0,0.95
AT001941,E0162,2026-05-01,22,22,7,0,0,0,1.0
AT001942,E0162,2026-06-01,22,22,2,0,0,3.6,1.0
AT001943,E0162,2026-07-01,20,19,5,0,1,3.0,0.95
AT001944,E0162,2026-08-01,23,22,4,1,0,0,0.9565
AT001945,E0163,2025-09-01,21,21,7,0,0,1.5,1.0
AT001946,E0163,2025-10-01,21,21,1,0,0,2.5,1.0
AT001947,E0163,2025-11-01,23,23,6,0,0,0,1.0
AT001948,E0163,2025-12-01,22,22,7,0,0,0,1.0
AT001949,E0163,2026-01-01,21,21,1,0,0,0,1.0
AT001950,E0163,2026-02-01,22,22,8,0,0,1.8,1.0
AT001951,E0163,2026-03-01,23,22,5,0,1,5.3,0.9565
AT001952,E0163,2026-04-01,22,21,0,1,0,0.8,0.9545
AT001953,E0163,2026-05-01,20,20,0,0,0,0,1.0
AT001954,E0163,2026-06-01,23,23,6,0,0,0,1.0
AT001955,E0163,2026-07-01,20,20,4,0,0,0.4,1.0
AT001956,E0163,2026-08-01,23,22,6,1,0,0,0.9565
AT001957,E0164,2025-09-01,22,22,5,0,0,0,1.0
AT001958,E0164,2025-10-01,22,21,4,1,0,2.9,0.9545
AT001959,E0164,2025-11-01,22,22,3,0,0,2.3,1.0
AT001960,E0164,2025-12-01,21,21,4,0,0,0,1.0
AT001961,E0164,2026-01-01,23,21,0,1,1,0,0.913
AT001962,E0164,2026-02-01,21,20,3,1,0,0,0.9524
AT001963,E0164,2026-03-01,20,20,5,0,0,4.1,1.0
AT001964,E0164,2026-04-01,21,20,6,1,0,5.0,0.9524
AT001965,E0164,2026-05-01,23,23,3,0,0,0,1.0
AT001966,E0164,2026-06-01,23,23,1,0,0,0,1.0
AT001967,E0164,2026-07-01,21,21,0,0,0,0,1.0
AT001968,E0164,2026-08-01,22,21,4,0,1,0,0.9545
AT001969,E0165,2025-09-01,22,21,4,1,0,0,0.9545
AT001970,E0165,2025-10-01,22,22,2,0,0,0,1.0
AT001971,E0165,2025-11-01,20,20,6,0,0,1.1,1.0
AT001972,E0165,2025-12-01,22,22,8,0,0,3.2,1.0
AT001973,E0165,2026-01-01,20,20,8,0,0,5.2,1.0
AT001974,E0165,2026-02-01,20,20,5,0,0,1.3,1.0
AT001975,E0165,2026-03-01,22,21,4,1,0,3.8,0.9545
AT001976,E0165,2026-04-01,20,19,0,1,0,2.8,0.95
AT001977,E0165,2026-05-01,23,23,5,0,0,0.6,1.0
AT001978,E0165,2026-06-01,23,23,3,0,0,4.8,1.0
AT001979,E0165,2026-07-01,22,22,7,0,0,4.1,1.0
AT001980,E0165,2026-08-01,23,23,4,0,0,0,1.0
AT001981,E0166,2025-09-01,20,20,4,0,0,7.0,1.0
AT001982,E0166,2025-10-01,20,20,5,0,0,9.6,1.0
AT001983,E0166,2025-11-01,20,20,1,0,0,6.3,1.0
AT001984,E0166,2025-12-01,20,20,2,0,0,10.0,1.0
AT001985,E0166,2026-01-01,21,21,1,0,0,3.4,1.0
AT001986,E0166,2026-02-01,20,20,1,0,0,12.5,1.0
AT001987,E0166,2026-03-01,23,23,2,0,0,5.1,1.0
AT001988,E0166,2026-04-01,22,22,6,0,0,6.1,1.0
AT001989,E0166,2026-05-01,23,23,4,0,0,12.7,1.0
AT001990,E0166,2026-06-01,23,22,2,1,0,6.9,0.9565
AT001991,E0166,2026-07-01,22,22,0,0,0,3.6,1.0
AT001992,E0166,2026-08-01,22,20,3,1,1,7.0,0.9091
AT001993,E0167,2025-09-01,20,20,2,0,0,3.0,1.0
AT001994,E0167,2025-10-01,22,21,1,0,1,0,0.9545
AT001995,E0167,2025-11-01,23,23,0,0,0,0,1.0
AT001996,E0167,2025-12-01,22,21,0,1,0,1.4,0.9545
AT001997,E0167,2026-01-01,22,21,0,1,0,1.6,0.9545
AT001998,E0167,2026-02-01,22,21,5,1,0,0,0.9545
AT001999,E0167,2026-03-01,23,23,3,0,0,0,1.0
AT002000,E0167,2026-04-01,23,23,7,0,0,2.7,1.0
AT002001,E0167,2026-05-01,23,23,0,0,0,0,1.0
AT002002,E0167,2026-06-01,23,23,3,0,0,0,1.0
AT002003,E0167,2026-07-01,22,22,4,0,0,2.6,1.0
AT002004,E0167,2026-08-01,20,20,6,0,0,0,1.0
AT002005,E0168,2025-09-01,23,22,8,1,0,4.3,0.9565
AT002006,E0168,2025-10-01,23,23,7,0,0,0,1.0
AT002007,E0168,2025-11-01,20,20,2,0,0,4.6,1.0
AT002008,E0168,2025-12-01,21,21,5,0,0,1.7,1.0
AT002009,E0168,2026-01-01,21,21,8,0,0,0,1.0
AT002010,E0168,2026-02-01,23,23,8,0,0,5.6,1.0
AT002011,E0168,2026-03-01,23,22,6,0,1,4.8,0.9565
AT002012,E0168,2026-04-01,22,22,0,0,0,0,1.0
AT002013,E0168,2026-05-01,23,23,5,0,0,5.4,1.0
AT002014,E0168,2026-06-01,20,20,0,0,0,0.5,1.0
AT002015,E0168,2026-07-01,20,19,8,0,1,0.4,0.95
AT002016,E0168,2026-08-01,22,21,3,1,0,4.4,0.9545
AT002017,E0169,2025-09-01,22,22,7,0,0,0,1.0
AT002018,E0169,2025-10-01,22,21,4,1,0,0.5,0.9545
AT002019,E0169,2025-11-01,23,23,8,0,0,0,1.0
AT002020,E0169,2025-12-01,20,19,4,1,0,0,0.95
AT002021,E0169,2026-01-01,20,20,8,0,0,0,1.0
AT002022,E0169,2026-02-01,20,20,7,0,0,0,1.0
AT002023,E0169,2026-03-01,23,23,6,0,0,0,1.0
AT002024,E0169,2026-04-01,22,22,7,0,0,3.4,1.0
AT002025,E0169,2026-05-01,23,23,5,0,0,2.8,1.0
AT002026,E0169,2026-06-01,23,23,4,0,0,0.1,1.0
AT002027,E0169,2026-07-01,23,23,5,0,0,5.1,1.0
AT002028,E0169,2026-08-01,23,23,5,0,0,0,1.0
AT002029,E0170,2025-09-01,21,21,1,0,0,1.4,1.0
AT002030,E0170,2025-10-01,20,20,4,0,0,2.1,1.0
AT002031,E0170,2025-11-01,21,20,2,0,1,2.6,0.9524
AT002032,E0170,2025-12-01,23,22,3,0,1,0,0.9565
AT002033,E0170,2026-01-01,22,22,2,0,0,2.9,1.0
AT002034,E0170,2026-02-01,23,23,1,0,0,0.3,1.0
AT002035,E0170,2026-03-01,21,21,6,0,0,3.8,1.0
AT002036,E0170,2026-04-01,23,23,5,0,0,4.9,1.0
AT002037,E0170,2026-05-01,20,19,0,1,0,0,0.95
AT002038,E0170,2026-06-01,22,22,2,0,0,0,1.0
AT002039,E0170,2026-07-01,22,22,5,0,0,2.6,1.0
AT002040,E0170,2026-08-01,21,20,7,0,1,1.5,0.9524
AT002041,E0171,2025-09-01,22,22,6,0,0,2.0,1.0
AT002042,E0171,2025-10-01,22,21,2,1,0,0,0.9545
AT002043,E0171,2025-11-01,22,21,8,0,1,4.5,0.9545
AT002044,E0171,2025-12-01,20,20,0,0,0,0,1.0
AT002045,E0171,2026-01-01,22,22,6,0,0,0,1.0
AT002046,E0171,2026-02-01,23,23,2,0,0,3.1,1.0
AT002047,E0171,2026-03-01,21,21,7,0,0,0.8,1.0
AT002048,E0171,2026-04-01,23,23,0,0,0,0,1.0
AT002049,E0171,2026-05-01,21,21,0,0,0,3.9,1.0
AT002050,E0171,2026-06-01,21,21,6,0,0,4.4,1.0
AT002051,E0171,2026-07-01,21,21,1,0,0,3.4,1.0
AT002052,E0171,2026-08-01,21,21,5,0,0,0,1.0
AT002053,E0172,2025-09-01,23,23,5,0,0,5.5,1.0
AT002054,E0172,2025-10-01,22,22,7,0,0,10.3,1.0
AT002055,E0172,2025-11-01,22,21,3,1,0,8.1,0.9545
AT002056,E0172,2025-12-01,23,23,0,0,0,4.4,1.0
AT002057,E0172,2026-01-01,23,22,8,1,0,9.3,0.9565
AT002058,E0172,2026-02-01,21,21,6,0,0,8.9,1.0
AT002059,E0172,2026-03-01,22,22,5,0,0,5.6,1.0
AT002060,E0172,2026-04-01,23,23,6,0,0,8.3,1.0
AT002061,E0172,2026-05-01,23,23,5,0,0,10.6,1.0
AT002062,E0172,2026-06-01,21,21,4,0,0,4.9,1.0
AT002063,E0172,2026-07-01,20,19,8,1,0,12.6,0.95
AT002064,E0172,2026-08-01,23,23,6,0,0,11.2,1.0
AT002065,E0173,2025-09-01,21,21,5,0,0,3.7,1.0
AT002066,E0173,2025-10-01,21,21,2,0,0,4.6,1.0
AT002067,E0173,2025-11-01,20,20,0,0,0,0,1.0
AT002068,E0173,2025-12-01,23,23,4,0,0,0.9,1.0
AT002069,E0173,2026-01-01,22,22,6,0,0,0.9,1.0
AT002070,E0173,2026-02-01,20,19,1,1,0,0,0.95
AT002071,E0173,2026-03-01,21,21,5,0,0,3.0,1.0
AT002072,E0173,2026-04-01,21,21,0,0,0,0,1.0
AT002073,E0173,2026-05-01,21,19,1,1,1,0,0.9048
AT002074,E0173,2026-06-01,20,19,5,0,1,5.7,0.95
AT002075,E0173,2026-07-01,22,21,2,1,0,2.6,0.9545
AT002076,E0173,2026-08-01,20,20,0,0,0,1.4,1.0
AT002077,E0174,2025-09-01,22,22,7,0,0,3.0,1.0
AT002078,E0174,2025-10-01,20,20,4,0,0,0,1.0
AT002079,E0174,2025-11-01,20,18,6,1,1,3.8,0.9
AT002080,E0174,2025-12-01,21,20,5,0,1,0.8,0.9524
AT002081,E0174,2026-01-01,20,20,8,0,0,3.4,1.0
AT002082,E0174,2026-02-01,23,23,8,0,0,0,1.0
