access_decision_id,decision_time,user_id,assigned_roles,requested_permission,resource_type,resource_id,decision,decision_reason,policy_engine,zero_trust_checks,session_risk_score
ACD00553,2026-05-10T02:22:00,U0113,Employee,document.upload,sales_order,SO004485,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.313
ACD00554,2026-02-06T17:50:00,U0080,Employee,task.update_own,audit_log,AUD000567,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.796
ACD00555,2026-06-12T21:21:00,U0145,Employee,employee.read_sensitive,audit_log,AUD008463,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.896
ACD00556,2026-05-16T16:22:00,U0019,AI_Reviewer|Employee,project.create,purchase_request,PUR0019,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.212
ACD00557,2026-03-27T09:42:00,U0017,Auditor|Employee,employee.salary.read,employee,E0160,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.293
ACD00558,2026-02-22T07:42:00,U0007,Employee|Project_Manager,task.reassign,purchase_request,PUR0145,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.041
ACD00559,2026-04-27T12:55:00,U0020,Employee,expense.approve,audit_log,AUD000249,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.471
ACD00560,2026-01-10T07:26:00,U0169,Employee,ai.execute_low_risk,purchase_request,PUR0123,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.225
ACD00561,2026-01-16T04:59:00,U0177,Employee,user.manage,employee,E0066,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.453
ACD00562,2026-03-13T06:35:00,U0128,Employee,ai.execute_high_risk,purchase_request,PUR0055,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.768
ACD00563,2026-08-28T08:11:00,U0017,Auditor|Employee,sales.export,project,PRJ005,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.714
ACD00564,2026-02-17T13:29:00,U0186,Employee,leave.read_all,employee,E0155,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.814
ACD00565,2026-02-22T05:44:00,U0057,Employee,employee.read_sensitive,task,T00168,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.286
ACD00566,2026-07-08T07:32:00,U0134,Employee,sales.export,sales_order,SO000625,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.325
ACD00567,2026-01-22T08:41:00,U0061,Employee,evaluation.manage,task,T00078,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.164
ACD00568,2026-05-02T22:27:00,U0162,Employee,role.manage,document,DOC004,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.026
ACD00569,2026-05-30T03:19:00,U0049,Employee,ai.execute_low_risk,employee,E0082,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.894
ACD00570,2026-01-02T23:06:00,U0033,Employee,document.read_public,project,PRJ009,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.703
ACD00571,2026-03-06T19:17:00,U0007,Employee|Project_Manager,finance.read,document,DOC013,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.608
ACD00572,2026-07-26T02:07:00,U0099,Employee,leave.read_all,document,DOC001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.139
ACD00573,2026-03-25T22:46:00,U0021,Employee,sales.export,purchase_request,PUR0042,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.261
ACD00574,2026-03-14T21:04:00,U0114,Employee,project.update,employee,E0177,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.847
ACD00575,2026-03-29T09:33:00,U0114,Employee,employee.update,sales_order,SO002072,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.031
ACD00576,2026-05-25T12:18:00,U0013,Employee,project.update,sales_order,SO003129,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.089
ACD00577,2026-03-14T19:20:00,U0188,Employee,leave.read_own,sales_order,SO004993,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.291
ACD00578,2026-06-25T19:30:00,U0068,Employee,document.read_hr,sales_order,SO004554,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.245
ACD00579,2026-01-02T09:58:00,U0033,Employee,project.assign,sales_order,SO002066,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.855
ACD00580,2026-08-22T13:02:00,U0095,Employee,user.manage,audit_log,AUD007716,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.228
ACD00581,2026-04-19T17:44:00,U0180,Employee,task.update_own,project,PRJ012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.44
ACD00582,2026-02-27T11:21:00,U0021,Employee,expense.approve,sales_order,SO002427,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.879
ACD00583,2026-01-11T17:06:00,U0040,Employee,user.manage,document,DOC003,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.662
ACD00584,2026-04-07T03:56:00,U0007,Employee|Project_Manager,document.read_finance,sales_order,SO004593,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.402
ACD00585,2026-04-11T21:43:00,U0005,Employee|Sales_Manager,document.read_public,employee,E0185,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.493
ACD00586,2026-08-08T01:26:00,U0143,Employee,project.read,audit_log,AUD006675,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.222
ACD00587,2026-02-20T12:23:00,U0094,Employee,ai.execute_high_risk,task,T00212,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.824
ACD00588,2026-08-16T17:14:00,U0085,Employee,project.assign,purchase_request,PUR0046,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.574
ACD00589,2026-03-09T15:26:00,U0167,Employee,role.manage,project,PRJ001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.212
ACD00590,2026-08-09T00:46:00,U0159,Employee,audit.read,purchase_request,PUR0163,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.525
ACD00591,2026-05-10T18:08:00,U0200,Employee,ai.execute_high_risk,task,T00399,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.813
ACD00592,2026-03-30T11:51:00,U0195,Employee|Executive,leave.approve,sales_order,SO002505,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.479
ACD00593,2026-04-19T14:24:00,U0082,Employee,project.create,task,T00199,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.445
ACD00594,2026-04-16T21:48:00,U0129,Employee,document.upload,project,PRJ011,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.103
ACD00595,2026-02-08T23:57:00,U0099,Employee,task.reassign,sales_order,SO002072,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.822
ACD00596,2026-04-05T20:30:00,U0044,Employee,ai.execute_low_risk,audit_log,AUD008023,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.655
ACD00597,2026-08-27T02:37:00,U0030,Employee,document.read_public,project,PRJ005,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.347
ACD00598,2026-05-09T23:00:00,U0134,Employee,project.assign,task,T00428,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.251
ACD00599,2026-08-19T09:51:00,U0144,Employee,ai.execute_low_risk,task,T00094,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.698
ACD00600,2026-02-25T11:37:00,U0144,Employee,ai.execute_low_risk,document,DOC008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.092
ACD00601,2026-02-08T00:43:00,U0010,Employee,evaluation.manage,purchase_request,PUR0127,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.58
ACD00602,2026-05-29T14:18:00,U0195,Employee|Executive,project.assign,employee,E0176,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.699
ACD00603,2026-07-21T05:51:00,U0119,Employee,project.create,sales_order,SO001897,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.229
ACD00604,2026-06-04T15:14:00,U0181,Employee,user.manage,employee,E0030,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.816
ACD00605,2026-05-13T20:35:00,U0099,Employee,document.read_security,employee,E0165,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.885
ACD00606,2026-03-18T14:02:00,U0127,Employee,document.read_security,document,DOC001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.171
ACD00607,2026-08-05T15:07:00,U0115,Employee,task.reassign,audit_log,AUD001696,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.859
ACD00608,2026-01-06T12:10:00,U0076,Employee,expense.approve,document,DOC011,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.429
ACD00609,2026-06-20T16:52:00,U0090,Employee,project.create,document,DOC005,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.814
ACD00610,2026-08-27T02:06:00,U0058,Employee,user.manage,purchase_request,PUR0039,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.365
ACD00611,2026-07-16T19:47:00,U0067,Employee,document.read_hr,audit_log,AUD006408,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.144
ACD00612,2026-05-02T22:47:00,U0129,Employee,evaluation.read,sales_order,SO000539,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.099
ACD00613,2026-08-20T18:51:00,U0186,Employee,project.assign,purchase_request,PUR0051,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.82
ACD00614,2026-03-25T03:47:00,U0126,Employee,task.update_own,purchase_request,PUR0034,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.404
ACD00615,2026-08-26T11:26:00,U0130,Employee,role.manage,document,DOC008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.784
ACD00616,2026-03-24T02:49:00,U0155,Employee,employee.update,purchase_request,PUR0077,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.859
ACD00617,2026-03-09T21:07:00,U0187,Employee,ai.execute_low_risk,project,PRJ018,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.469
ACD00618,2026-03-30T09:47:00,U0066,Employee,project.read,purchase_request,PUR0042,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.674
ACD00619,2026-03-24T14:17:00,U0052,Employee,leave.read_all,document,DOC008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.686
ACD00620,2026-05-26T16:57:00,U0185,Employee,employee.salary.read,purchase_request,PUR0023,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.785
ACD00621,2026-04-20T15:22:00,U0138,Employee,document.upload,employee,E0031,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.198
ACD00622,2026-06-18T19:07:00,U0138,Employee,employee.update,document,DOC009,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.184
ACD00623,2026-08-13T22:44:00,U0120,Employee,role.manage,document,DOC010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.701
ACD00624,2026-04-05T04:28:00,U0025,Employee,approval.review,employee,E0010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.889
ACD00625,2026-01-13T06:03:00,U0133,Employee,employee.update,purchase_request,PUR0049,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.176
ACD00626,2026-03-26T12:26:00,U0197,Employee,project.update,document,DOC001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.777
ACD00627,2026-08-02T04:37:00,U0083,Employee,leave.read_all,sales_order,SO004144,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.482
ACD00628,2026-03-21T14:46:00,U0014,AI_Reviewer|Employee,role.manage,purchase_request,PUR0113,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.071
ACD00629,2026-06-11T00:51:00,U0033,Employee,task.read,task,T00331,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.661
ACD00630,2026-08-12T15:15:00,U0165,Employee,leave.read_all,task,T00303,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.391
ACD00631,2026-04-18T16:10:00,U0003,Employee|Project_Manager,employee.read,audit_log,AUD005136,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.812
ACD00632,2026-03-24T13:38:00,U0019,AI_Reviewer|Employee,ai.execute_low_risk,purchase_request,PUR0114,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.37
ACD00633,2026-02-08T06:52:00,U0163,Employee,project.create,audit_log,AUD000597,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.685
ACD00634,2026-05-31T09:44:00,U0040,Employee,project.update,task,T00199,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.489
ACD00635,2026-01-14T17:10:00,U0180,Employee,employee.salary.read,project,PRJ016,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.545
ACD00636,2026-07-08T09:22:00,U0073,Employee,expense.approve,purchase_request,PUR0070,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.862
ACD00637,2026-02-06T12:41:00,U0028,Employee,document.read_hr,sales_order,SO000097,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.403
ACD00638,2026-03-21T18:28:00,U0112,Employee,employee.read_sensitive,employee,E0026,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.688
ACD00639,2026-04-03T19:03:00,U0090,Employee,project.assign,purchase_request,PUR0101,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.176
ACD00640,2026-07-04T06:32:00,U0006,Employee|Finance_Manager,sales.export,audit_log,AUD009372,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.358
ACD00641,2026-07-21T19:24:00,U0188,Employee,document.read_finance,audit_log,AUD006071,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.037
ACD00642,2026-04-21T16:24:00,U0182,Employee,employee.read,purchase_request,PUR0091,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.47
ACD00643,2026-05-02T18:09:00,U0020,Employee,project.update,task,T00533,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.648
ACD00644,2026-08-23T17:27:00,U0179,Employee,leave.read_all,task,T00017,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.881
ACD00645,2026-08-03T17:13:00,U0138,Employee,user.manage,purchase_request,PUR0031,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.189
ACD00646,2026-01-26T22:12:00,U0002,Employee|HR_Manager,ai.execute_low_risk,task,T00034,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.722
ACD00647,2026-04-30T22:48:00,U0054,Employee,employee.salary.read,employee,E0112,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.818
ACD00648,2026-05-19T05:26:00,U0102,Employee,project.create,document,DOC014,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.309
ACD00649,2026-03-22T08:34:00,U0075,Employee,ai.query,document,DOC013,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.108
ACD00650,2026-07-05T08:40:00,U0100,Employee,ai.execute_low_risk,audit_log,AUD000706,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.759
ACD00651,2026-04-08T09:11:00,U0192,Employee,document.upload,document,DOC005,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.202
ACD00652,2026-03-17T09:52:00,U0061,Employee,approval.review,document,DOC014,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.886
ACD00653,2026-02-18T23:04:00,U0148,Employee,task.read,task,T00454,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.575
ACD00654,2026-07-03T15:30:00,U0033,Employee,evaluation.manage,sales_order,SO002986,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.049
ACD00655,2026-04-19T17:47:00,U0038,Employee,leave.approve,audit_log,AUD001569,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.068
ACD00656,2026-07-17T22:20:00,U0167,Employee,ai.execute_low_risk,document,DOC010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.254
ACD00657,2026-05-28T03:24:00,U0011,Employee,project.read,audit_log,AUD008758,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.183
ACD00658,2026-01-07T13:56:00,U0027,Employee,project.update,employee,E0090,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.866
ACD00659,2026-08-22T23:12:00,U0069,Employee,document.read_finance,employee,E0034,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.108
ACD00660,2026-06-13T12:39:00,U0192,Employee,project.update,employee,E0069,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.277
ACD00661,2026-03-31T08:50:00,U0105,Employee,project.read,purchase_request,PUR0031,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.537
ACD00662,2026-01-03T12:24:00,U0070,Employee,sales.export,project,PRJ001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.037
ACD00663,2026-08-25T10:57:00,U0059,Employee,finance.read,project,PRJ018,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.299
ACD00664,2026-05-19T19:26:00,U0034,Employee,ai.execute_low_risk,sales_order,SO000826,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.591
ACD00665,2026-04-06T01:27:00,U0021,Employee,task.read,project,PRJ005,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.338
ACD00666,2026-07-22T15:27:00,U0137,Employee,task.reassign,sales_order,SO001705,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.454
ACD00667,2026-07-31T20:06:00,U0194,Employee,user.manage,audit_log,AUD003628,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.718
ACD00668,2026-01-30T15:07:00,U0064,Employee,employee.read_sensitive,task,T00167,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.302
ACD00669,2026-06-30T00:44:00,U0005,Employee|Sales_Manager,evaluation.read,sales_order,SO002858,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.282
ACD00670,2026-02-20T10:06:00,U0083,Employee,ai.query,audit_log,AUD003446,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.783
ACD00671,2026-08-26T22:43:00,U0067,Employee,sales.read,project,PRJ013,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.293
ACD00672,2026-05-26T22:02:00,U0180,Employee,project.create,task,T00054,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.271
ACD00673,2026-08-05T08:27:00,U0171,Employee,document.read_security,employee,E0077,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.073
ACD00674,2026-07-26T16:36:00,U0149,Employee,document.read_security,employee,E0120,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.462
ACD00675,2026-06-08T22:05:00,U0016,Employee,document.read_hr,project,PRJ011,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.233
ACD00676,2026-03-28T00:46:00,U0137,Employee,evaluation.read,sales_order,SO004034,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.681
ACD00677,2026-08-25T02:45:00,U0083,Employee,task.update_own,purchase_request,PUR0121,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.237
ACD00678,2026-02-21T23:44:00,U0042,Employee,employee.update,employee,E0093,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.783
ACD00679,2026-02-07T01:19:00,U0042,Employee,sales.read,document,DOC004,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.715
ACD00680,2026-01-05T04:28:00,U0041,Employee,evaluation.manage,sales_order,SO004623,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.365
ACD00681,2026-02-12T03:05:00,U0081,Employee,project.read,sales_order,SO000647,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.227
ACD00682,2026-05-08T08:21:00,U0107,Employee,evaluation.manage,task,T00327,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.42
ACD00683,2026-01-15T11:44:00,U0047,Employee,role.manage,task,T00468,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.421
ACD00684,2026-04-18T10:59:00,U0197,Employee,ai.execute_high_risk,audit_log,AUD002147,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.212
ACD00685,2026-03-14T12:14:00,U0153,Employee,ai.execute_high_risk,employee,E0075,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.233
ACD00686,2026-04-17T04:06:00,U0060,Employee,leave.read_all,document,DOC011,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.403
ACD00687,2026-08-19T18:58:00,U0142,Employee,evaluation.read,audit_log,AUD007524,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.554
ACD00688,2026-03-28T08:00:00,U0051,Employee,evaluation.read,sales_order,SO000551,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.769
ACD00689,2026-07-24T19:59:00,U0013,Employee,employee.read_sensitive,audit_log,AUD006350,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.629
ACD00690,2026-07-10T07:41:00,U0022,Employee,approval.review,audit_log,AUD002178,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.8
