audit_log_id,event_time,actor_type,actor_id,event_category,action,resource_type,resource_id,result,risk_tier,details_json,correlation_id,immutable
AUD000121,2026-01-05T10:55:00,User,U0159,AI_WORKFLOW,workflow.execute,workflow_run,WFR00121,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00121,true
AUD000122,2026-04-10T18:30:00,User,U0103,AI_WORKFLOW,workflow.execute,workflow_run,WFR00122,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.755}",WFR00122,true
AUD000123,2026-01-29T09:41:00,User,U0141,AI_WORKFLOW,workflow.execute,workflow_run,WFR00123,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.926}",WFR00123,true
AUD000124,2026-07-07T13:31:00,User,U0165,AI_WORKFLOW,workflow.execute,workflow_run,WFR00124,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.828}",WFR00124,true
AUD000125,2026-07-18T15:51:00,User,U0058,AI_WORKFLOW,workflow.execute,workflow_run,WFR00125,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.892}",WFR00125,true
AUD000126,2026-05-08T11:14:00,User,U0035,AI_WORKFLOW,workflow.execute,workflow_run,WFR00126,Awaiting Approval,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.742}",WFR00126,true
AUD000127,2026-07-28T10:18:00,User,U0189,AI_WORKFLOW,workflow.execute,workflow_run,WFR00127,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.909}",WFR00127,true
AUD000128,2026-07-07T14:52:00,User,U0089,AI_WORKFLOW,workflow.execute,workflow_run,WFR00128,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.937}",WFR00128,true
AUD000129,2026-07-19T10:17:00,User,U0174,AI_WORKFLOW,workflow.execute,workflow_run,WFR00129,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00129,true
AUD000130,2026-05-22T17:39:00,User,U0055,AI_WORKFLOW,workflow.execute,workflow_run,WFR00130,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.74}",WFR00130,true
AUD000131,2026-03-20T15:28:00,User,U0170,AI_WORKFLOW,workflow.execute,workflow_run,WFR00131,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00131,true
AUD000132,2026-07-03T09:02:00,User,U0068,AI_WORKFLOW,workflow.execute,workflow_run,WFR00132,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00132,true
AUD000133,2026-03-26T14:36:00,User,U0096,AI_WORKFLOW,workflow.execute,workflow_run,WFR00133,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.969}",WFR00133,true
AUD000134,2026-05-27T12:19:00,User,U0050,AI_WORKFLOW,workflow.execute,workflow_run,WFR00134,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00134,true
AUD000135,2026-01-25T13:00:00,User,U0127,AI_WORKFLOW,workflow.execute,workflow_run,WFR00135,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00135,true
AUD000136,2026-01-11T17:18:00,User,U0151,AI_WORKFLOW,workflow.execute,workflow_run,WFR00136,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00136,true
AUD000137,2026-07-27T18:27:00,User,U0121,AI_WORKFLOW,workflow.execute,workflow_run,WFR00137,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00137,true
AUD000138,2026-02-15T09:49:00,User,U0195,AI_WORKFLOW,workflow.execute,workflow_run,WFR00138,Completed,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.859}",WFR00138,true
AUD000139,2026-07-28T13:57:00,User,U0092,AI_WORKFLOW,workflow.execute,workflow_run,WFR00139,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.819}",WFR00139,true
AUD000140,2026-08-06T12:01:00,User,U0049,AI_WORKFLOW,workflow.execute,workflow_run,WFR00140,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.961}",WFR00140,true
AUD000141,2026-05-19T10:23:00,User,U0185,AI_WORKFLOW,workflow.execute,workflow_run,WFR00141,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.782}",WFR00141,true
AUD000142,2026-03-12T16:40:00,User,U0182,AI_WORKFLOW,workflow.execute,workflow_run,WFR00142,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00142,true
AUD000143,2026-02-23T12:48:00,User,U0083,AI_WORKFLOW,workflow.execute,workflow_run,WFR00143,Completed,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.78}",WFR00143,true
AUD000144,2026-05-14T09:01:00,User,U0123,AI_WORKFLOW,workflow.execute,workflow_run,WFR00144,Needs Human Review,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""ALLOW"",""confidence"":0.719}",WFR00144,true
AUD000145,2026-01-11T08:00:00,User,U0183,AI_WORKFLOW,workflow.execute,workflow_run,WFR00145,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00145,true
AUD000146,2026-05-22T11:12:00,User,U0032,AI_WORKFLOW,workflow.execute,workflow_run,WFR00146,Awaiting Approval,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.827}",WFR00146,true
AUD000147,2026-02-18T09:30:00,User,U0020,AI_WORKFLOW,workflow.execute,workflow_run,WFR00147,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.846}",WFR00147,true
AUD000148,2026-07-20T14:59:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00148,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.714}",WFR00148,true
AUD000149,2026-08-08T16:24:00,User,U0169,AI_WORKFLOW,workflow.execute,workflow_run,WFR00149,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00149,true
AUD000150,2026-01-26T12:34:00,User,U0161,AI_WORKFLOW,workflow.execute,workflow_run,WFR00150,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.789}",WFR00150,true
AUD000151,2026-07-22T09:43:00,User,U0054,AI_WORKFLOW,workflow.execute,workflow_run,WFR00151,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00151,true
AUD000152,2026-08-13T15:07:00,User,U0094,AI_WORKFLOW,workflow.execute,workflow_run,WFR00152,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.847}",WFR00152,true
AUD000153,2026-08-01T12:05:00,User,U0174,AI_WORKFLOW,workflow.execute,workflow_run,WFR00153,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00153,true
AUD000154,2026-05-11T10:07:00,User,U0184,AI_WORKFLOW,workflow.execute,workflow_run,WFR00154,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.882}",WFR00154,true
AUD000155,2026-03-02T10:57:00,User,U0081,AI_WORKFLOW,workflow.execute,workflow_run,WFR00155,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.803}",WFR00155,true
AUD000156,2026-05-08T18:06:00,User,U0043,AI_WORKFLOW,workflow.execute,workflow_run,WFR00156,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.98}",WFR00156,true
AUD000157,2026-08-16T08:42:00,User,U0184,AI_WORKFLOW,workflow.execute,workflow_run,WFR00157,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.775}",WFR00157,true
AUD000158,2026-04-13T16:38:00,User,U0196,AI_WORKFLOW,workflow.execute,workflow_run,WFR00158,Awaiting Approval,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.978}",WFR00158,true
AUD000159,2026-03-21T17:05:00,User,U0078,AI_WORKFLOW,workflow.execute,workflow_run,WFR00159,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.937}",WFR00159,true
AUD000160,2026-06-03T08:36:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00160,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.876}",WFR00160,true
AUD000161,2026-05-03T10:37:00,User,U0089,AI_WORKFLOW,workflow.execute,workflow_run,WFR00161,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00161,true
AUD000162,2026-05-05T12:30:00,User,U0171,AI_WORKFLOW,workflow.execute,workflow_run,WFR00162,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.939}",WFR00162,true
AUD000163,2026-06-22T09:25:00,User,U0012,AI_WORKFLOW,workflow.execute,workflow_run,WFR00163,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.913}",WFR00163,true
AUD000164,2026-02-07T16:07:00,User,U0038,AI_WORKFLOW,workflow.execute,workflow_run,WFR00164,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.964}",WFR00164,true
AUD000165,2026-05-19T08:32:00,User,U0117,AI_WORKFLOW,workflow.execute,workflow_run,WFR00165,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.79}",WFR00165,true
AUD000166,2026-02-07T11:38:00,User,U0140,AI_WORKFLOW,workflow.execute,workflow_run,WFR00166,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.719}",WFR00166,true
AUD000167,2026-01-10T13:07:00,User,U0066,AI_WORKFLOW,workflow.execute,workflow_run,WFR00167,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00167,true
AUD000168,2026-02-12T16:21:00,User,U0199,AI_WORKFLOW,workflow.execute,workflow_run,WFR00168,Completed,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.912}",WFR00168,true
AUD000169,2026-05-13T14:47:00,User,U0113,AI_WORKFLOW,workflow.execute,workflow_run,WFR00169,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00169,true
AUD000170,2026-01-17T14:58:00,User,U0053,AI_WORKFLOW,workflow.execute,workflow_run,WFR00170,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.81}",WFR00170,true
AUD000171,2026-04-02T11:42:00,User,U0158,AI_WORKFLOW,workflow.execute,workflow_run,WFR00171,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00171,true
AUD000172,2026-05-10T18:54:00,User,U0007,AI_WORKFLOW,workflow.execute,workflow_run,WFR00172,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00172,true
AUD000173,2026-02-08T14:47:00,User,U0092,AI_WORKFLOW,workflow.execute,workflow_run,WFR00173,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00173,true
AUD000174,2026-02-25T18:32:00,User,U0073,AI_WORKFLOW,workflow.execute,workflow_run,WFR00174,Completed,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.766}",WFR00174,true
AUD000175,2026-08-02T12:37:00,User,U0087,AI_WORKFLOW,workflow.execute,workflow_run,WFR00175,Awaiting Approval,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.773}",WFR00175,true
AUD000176,2026-03-19T08:48:00,User,U0141,AI_WORKFLOW,workflow.execute,workflow_run,WFR00176,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00176,true
AUD000177,2026-06-05T15:32:00,User,U0193,AI_WORKFLOW,workflow.execute,workflow_run,WFR00177,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00177,true
AUD000178,2026-08-26T16:38:00,User,U0089,AI_WORKFLOW,workflow.execute,workflow_run,WFR00178,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00178,true
AUD000179,2026-06-08T09:01:00,User,U0079,AI_WORKFLOW,workflow.execute,workflow_run,WFR00179,Needs Human Review,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.966}",WFR00179,true
AUD000180,2026-02-09T13:06:00,User,U0032,AI_WORKFLOW,workflow.execute,workflow_run,WFR00180,Denied,High,"{""workflow_definition_id"":""WFD010"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00180,true
AUD000181,2026-02-25T09:19:00,User,U0030,AI_WORKFLOW,workflow.execute,workflow_run,WFR00181,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.769}",WFR00181,true
AUD000182,2026-05-06T11:59:00,User,U0140,AI_WORKFLOW,workflow.execute,workflow_run,WFR00182,Needs Human Review,High,"{""workflow_definition_id"":""WFD007"",""security_decision"":""ALLOW"",""confidence"":0.915}",WFR00182,true
AUD000183,2026-08-19T09:08:00,User,U0088,AI_WORKFLOW,workflow.execute,workflow_run,WFR00183,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00183,true
AUD000184,2026-05-12T08:35:00,User,U0009,AI_WORKFLOW,workflow.execute,workflow_run,WFR00184,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00184,true
AUD000185,2026-07-22T10:17:00,User,U0063,AI_WORKFLOW,workflow.execute,workflow_run,WFR00185,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.732}",WFR00185,true
AUD000186,2026-05-18T14:38:00,User,U0062,AI_WORKFLOW,workflow.execute,workflow_run,WFR00186,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00186,true
AUD000187,2026-01-31T12:08:00,User,U0162,AI_WORKFLOW,workflow.execute,workflow_run,WFR00187,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.773}",WFR00187,true
AUD000188,2026-05-14T16:36:00,User,U0130,AI_WORKFLOW,workflow.execute,workflow_run,WFR00188,Denied,High,"{""workflow_definition_id"":""WFD004"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00188,true
AUD000189,2026-03-05T09:18:00,User,U0038,AI_WORKFLOW,workflow.execute,workflow_run,WFR00189,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.73}",WFR00189,true
AUD000190,2026-02-10T10:58:00,User,U0022,AI_WORKFLOW,workflow.execute,workflow_run,WFR00190,Denied,Medium,"{""workflow_definition_id"":""WFD011"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00190,true
AUD000191,2026-06-24T18:57:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00191,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00191,true
AUD000192,2026-08-12T09:34:00,User,U0199,AI_WORKFLOW,workflow.execute,workflow_run,WFR00192,Needs Human Review,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.748}",WFR00192,true
AUD000193,2026-08-26T11:21:00,User,U0172,AI_WORKFLOW,workflow.execute,workflow_run,WFR00193,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.923}",WFR00193,true
AUD000194,2026-07-29T15:33:00,User,U0198,AI_WORKFLOW,workflow.execute,workflow_run,WFR00194,Completed,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.764}",WFR00194,true
AUD000195,2026-05-30T18:54:00,User,U0012,AI_WORKFLOW,workflow.execute,workflow_run,WFR00195,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.726}",WFR00195,true
AUD000196,2026-04-16T13:58:00,User,U0097,AI_WORKFLOW,workflow.execute,workflow_run,WFR00196,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00196,true
AUD000197,2026-02-04T17:00:00,User,U0066,AI_WORKFLOW,workflow.execute,workflow_run,WFR00197,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00197,true
AUD000198,2026-08-28T14:04:00,User,U0037,AI_WORKFLOW,workflow.execute,workflow_run,WFR00198,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00198,true
AUD000199,2026-03-27T18:27:00,User,U0197,AI_WORKFLOW,workflow.execute,workflow_run,WFR00199,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD002"",""security_decision"":""ALLOW"",""confidence"":0.741}",WFR00199,true
AUD000200,2026-05-31T10:59:00,User,U0067,AI_WORKFLOW,workflow.execute,workflow_run,WFR00200,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.737}",WFR00200,true
AUD000201,2026-03-31T15:51:00,User,U0002,AI_WORKFLOW,workflow.execute,workflow_run,WFR00201,Completed,Medium,"{""workflow_definition_id"":""WFD003"",""security_decision"":""ALLOW"",""confidence"":0.796}",WFR00201,true
AUD000202,2026-03-29T11:01:00,User,U0156,AI_WORKFLOW,workflow.execute,workflow_run,WFR00202,Awaiting Approval,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.921}",WFR00202,true
AUD000203,2026-02-22T15:39:00,User,U0145,AI_WORKFLOW,workflow.execute,workflow_run,WFR00203,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00203,true
AUD000204,2026-05-18T17:05:00,User,U0160,AI_WORKFLOW,workflow.execute,workflow_run,WFR00204,Denied,High,"{""workflow_definition_id"":""WFD008"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00204,true
AUD000205,2026-02-21T16:57:00,User,U0059,AI_WORKFLOW,workflow.execute,workflow_run,WFR00205,Denied,High,"{""workflow_definition_id"":""WFD012"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00205,true
AUD000206,2026-07-28T18:54:00,User,U0199,AI_WORKFLOW,workflow.execute,workflow_run,WFR00206,Needs Human Review,Medium,"{""workflow_definition_id"":""WFD006"",""security_decision"":""ALLOW"",""confidence"":0.745}",WFR00206,true
AUD000207,2026-02-16T14:02:00,User,U0126,AI_WORKFLOW,workflow.execute,workflow_run,WFR00207,Completed,High,"{""workflow_definition_id"":""WFD005"",""security_decision"":""ALLOW"",""confidence"":0.79}",WFR00207,true
AUD000208,2026-06-12T16:08:00,User,U0129,AI_WORKFLOW,workflow.execute,workflow_run,WFR00208,Completed,Low,"{""workflow_definition_id"":""WFD001"",""security_decision"":""ALLOW"",""confidence"":0.768}",WFR00208,true
AUD000209,2026-06-20T13:24:00,User,U0038,AI_WORKFLOW,workflow.execute,workflow_run,WFR00209,Denied,High,"{""workflow_definition_id"":""WFD009"",""security_decision"":""DENY"",""confidence"":1.0}",WFR00209,true
