agent_execution_log_id,workflow_run_id,sequence_number,agent_id,tool_id,started_at,completed_at,duration_ms,input_summary,output_summary,status,confidence_score,input_tokens,output_tokens,estimated_cost_usd,error_type
AEL000136,WFR00040,1,A001,TOOL019,2026-07-16T08:55:00,2026-07-16T08:55:00.197000,197,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Request classified and task plan created.,Success,0.954,305,89,0.00238,
AEL000137,WFR00040,2,A002,TOOL019,2026-07-16T08:55:00.242000,2026-07-16T08:55:00.706000,464,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Access denied for permission ai.query.,Success,0.94,497,103,0.00582,
AEL000138,WFR00041,1,A001,TOOL019,2026-03-29T09:56:00,2026-03-29T09:56:00.147000,147,Which product category has the lowest margin?,Request classified and task plan created.,Success,0.847,789,171,0.00175,
AEL000139,WFR00041,2,A002,TOOL016,2026-03-29T09:56:00.180000,2026-03-29T09:56:00.764000,584,Which product category has the lowest margin?,RBAC and resource-scope decision completed.,Success,0.943,365,55,0.00556,
AEL000140,WFR00041,3,A006,TOOL010,2026-03-29T09:56:00.803000,2026-03-29T09:56:01.976000,1173,Which product category has the lowest margin?,Sales aggregation completed.,Success,0.963,586,85,0.00422,
AEL000141,WFR00041,4,A008,TOOL017,2026-03-29T09:56:02.039000,2026-03-29T09:56:02.994000,955,Which product category has the lowest margin?,"Correctness, grounding, and safety validated.",Success,0.818,225,89,0.00373,
AEL000142,WFR00041,5,A009,TOOL019,2026-03-29T09:56:03.047000,2026-03-29T09:56:03.488000,441,Which product category has the lowest margin?,Evidence-based explanation generated.,Success,0.864,301,159,0.00551,
AEL000143,WFR00042,1,A001,TOOL019,2026-07-02T18:37:00,2026-07-02T18:37:00.483000,483,Retrieve the restricted security policy.,Request classified and task plan created.,Success,0.931,657,124,0.01091,
AEL000144,WFR00042,2,A002,TOOL016,2026-07-02T18:37:00.559000,2026-07-02T18:37:01.387000,828,Retrieve the restricted security policy.,Access denied for permission document.read_finance.,Success,0.797,635,88,0.0098,
AEL000145,WFR00043,1,A001,TOOL019,2026-05-27T09:56:00,2026-05-27T09:56:00.319000,319,What is the average salary in Engineering?,Request classified and task plan created.,Success,0.816,340,328,0.00865,
AEL000146,WFR00043,2,A002,TOOL019,2026-05-27T09:56:00.381000,2026-05-27T09:56:01.200000,819,What is the average salary in Engineering?,Access denied for permission employee.salary.read.,Success,0.862,904,116,0.0069,
AEL000147,WFR00044,1,A001,TOOL016,2026-01-02T13:03:00,2026-01-02T13:03:00.796000,796,Show my leave history.,Request classified and task plan created.,Success,0.942,435,221,0.00607,
AEL000148,WFR00044,2,A002,TOOL016,2026-01-02T13:03:00.829000,2026-01-02T13:03:01.555000,726,Show my leave history.,Access denied for permission leave.read_all.,Success,0.956,874,180,0.00162,
AEL000149,WFR00045,1,A001,TOOL019,2026-01-02T10:56:00,2026-01-02T10:56:00.729000,729,What is the average salary in Engineering?,Request classified and task plan created.,Success,0.928,628,382,0.00551,
AEL000150,WFR00045,2,A002,TOOL016,2026-01-02T10:56:00.787000,2026-01-02T10:56:01.118000,331,What is the average salary in Engineering?,Access denied for permission employee.salary.read.,Recovered,0.928,252,70,0.00756,transient_tool_timeout
AEL000151,WFR00046,1,A001,TOOL016,2026-04-30T08:29:00,2026-04-30T08:29:00.687000,687,Approve a four-day leave request.,Request classified and task plan created.,Success,0.885,745,229,0.0071,
AEL000152,WFR00046,2,A002,TOOL016,2026-04-30T08:29:00.714000,2026-04-30T08:29:01.476000,762,Approve a four-day leave request.,Access denied for permission leave.read_all.,Success,0.885,835,178,0.01047,
AEL000153,WFR00047,1,A001,TOOL016,2026-03-10T18:13:00,2026-03-10T18:13:00.403000,403,Summarize sick leave by department.,Request classified and task plan created.,Success,0.863,946,101,0.00608,
AEL000154,WFR00047,2,A002,TOOL016,2026-03-10T18:13:00.420000,2026-03-10T18:13:00.721000,301,Summarize sick leave by department.,Access denied for permission leave.read_all.,Success,0.908,829,266,0.00129,
AEL000155,WFR00048,1,A001,TOOL016,2026-01-16T11:13:00,2026-01-16T11:13:00.239000,239,Show the annual salary of employee E0013.,Request classified and task plan created.,Success,0.865,601,249,0.00413,
AEL000156,WFR00048,2,A002,TOOL019,2026-01-16T11:13:00.294000,2026-01-16T11:13:00.538000,244,Show the annual salary of employee E0013.,Access denied for permission employee.salary.read.,Success,0.926,935,366,0.00163,
AEL000157,WFR00049,1,A001,TOOL019,2026-01-09T15:44:00,2026-01-09T15:44:00.123000,123,Show the salary access policy.,Request classified and task plan created.,Success,0.932,648,56,0.00428,
AEL000158,WFR00049,2,A002,TOOL016,2026-01-09T15:44:00.143000,2026-01-09T15:44:00.507000,364,Show the salary access policy.,Access denied for permission document.read_finance.,Success,0.869,178,349,0.00742,
AEL000159,WFR00050,1,A001,TOOL016,2026-01-09T09:05:00,2026-01-09T09:05:00.358000,358,Show the annual salary of employee E0013.,Request classified and task plan created.,Success,0.924,162,77,0.00066,
AEL000160,WFR00050,2,A002,TOOL019,2026-01-09T09:05:00.407000,2026-01-09T09:05:00.765000,358,Show the annual salary of employee E0013.,Access denied for permission employee.salary.read.,Success,0.935,879,296,0.00268,
AEL000161,WFR00051,1,A001,TOOL016,2026-05-18T11:26:00,2026-05-18T11:26:00.635000,635,Check Project Atlas and identify overloaded team members.,Request classified and task plan created.,Success,0.843,651,296,0.01,
AEL000162,WFR00051,2,A002,TOOL019,2026-05-18T11:26:00.710000,2026-05-18T11:26:00.956000,246,Check Project Atlas and identify overloaded team members.,RBAC and resource-scope decision completed.,Success,0.867,542,75,0.00131,
AEL000163,WFR00051,3,A004,TOOL003,2026-05-18T11:26:01.036000,2026-05-18T11:26:01.669000,633,Check Project Atlas and identify overloaded team members.,HR data query completed.,Success,0.989,815,104,0.0011,
AEL000164,WFR00051,4,A005,TOOL007,2026-05-18T11:26:01.724000,2026-05-18T11:26:02.183000,459,Check Project Atlas and identify overloaded team members.,Project and task data query completed.,Success,0.906,400,163,0.00423,
AEL000165,WFR00051,5,A008,TOOL019,2026-05-18T11:26:02.228000,2026-05-18T11:26:02.785000,557,Check Project Atlas and identify overloaded team members.,"Correctness, grounding, and safety validated.",Success,0.792,596,193,0.00456,
AEL000166,WFR00051,6,A009,TOOL019,2026-05-18T11:26:02.844000,2026-05-18T11:26:03.584000,740,Check Project Atlas and identify overloaded team members.,Evidence-based explanation generated.,Success,0.981,888,293,0.00933,
AEL000167,WFR00052,1,A001,TOOL016,2026-01-23T17:05:00,2026-01-23T17:05:00.837000,837,What is the remote-work policy?,Request classified and task plan created.,Success,0.926,541,229,0.00243,
AEL000168,WFR00052,2,A002,TOOL016,2026-01-23T17:05:00.850000,2026-01-23T17:05:01.113000,263,What is the remote-work policy?,RBAC and resource-scope decision completed.,Success,0.926,793,362,0.00274,
AEL000169,WFR00052,3,A003,TOOL019,2026-01-23T17:05:01.177000,2026-01-23T17:05:02.334000,1157,What is the remote-work policy?,Authorized document evidence retrieved.,Success,0.911,923,360,0.0101,
AEL000170,WFR00052,4,A008,TOOL017,2026-01-23T17:05:02.355000,2026-01-23T17:05:02.615000,260,What is the remote-work policy?,"Correctness, grounding, and safety validated.",Success,0.874,756,299,0.00865,
AEL000171,WFR00052,5,A009,TOOL019,2026-01-23T17:05:02.630000,2026-01-23T17:05:03.106000,476,What is the remote-work policy?,Evidence-based explanation generated.,Success,0.814,590,250,0.00462,
AEL000172,WFR00053,1,A001,TOOL016,2026-02-11T13:45:00,2026-02-11T13:45:00.429000,429,Summarize sick leave by department.,Request classified and task plan created.,Success,0.89,135,321,0.00578,
AEL000173,WFR00053,2,A002,TOOL019,2026-02-11T13:45:00.487000,2026-02-11T13:45:01.215000,728,Summarize sick leave by department.,Access denied for permission leave.read_all.,Success,0.835,579,153,0.00172,
AEL000174,WFR00054,1,A001,TOOL016,2026-07-11T18:36:00,2026-07-11T18:36:00.745000,745,Summarize sick leave by department.,Request classified and task plan created.,Success,0.869,239,170,0.00237,
AEL000175,WFR00054,2,A002,TOOL016,2026-07-11T18:36:00.820000,2026-07-11T18:36:01.483000,663,Summarize sick leave by department.,Access denied for permission leave.read_all.,Success,0.787,755,134,0.00628,
AEL000176,WFR00055,1,A001,TOOL019,2026-01-10T13:00:00,2026-01-10T13:00:00.168000,168,Check Project Atlas and identify overloaded team members.,Request classified and task plan created.,Success,0.825,695,89,0.00929,
AEL000177,WFR00055,2,A002,TOOL016,2026-01-10T13:00:00.222000,2026-01-10T13:00:00.696000,474,Check Project Atlas and identify overloaded team members.,RBAC and resource-scope decision completed.,Success,0.895,600,335,0.00112,
AEL000178,WFR00055,3,A004,TOOL002,2026-01-10T13:00:00.717000,2026-01-10T13:00:01.216000,499,Check Project Atlas and identify overloaded team members.,HR data query completed.,Success,0.927,665,231,0.00456,
AEL000179,WFR00055,4,A005,TOOL019,2026-01-10T13:00:01.236000,2026-01-10T13:00:02.074000,838,Check Project Atlas and identify overloaded team members.,Project and task data query completed.,Success,0.794,544,293,0.00366,
AEL000180,WFR00055,5,A008,TOOL017,2026-01-10T13:00:02.102000,2026-01-10T13:00:03.040000,938,Check Project Atlas and identify overloaded team members.,"Correctness, grounding, and safety validated.",Success,0.817,206,274,0.00713,
AEL000181,WFR00055,6,A009,TOOL019,2026-01-10T13:00:03.073000,2026-01-10T13:00:03.320000,247,Check Project Atlas and identify overloaded team members.,Evidence-based explanation generated.,Success,0.935,507,249,0.00153,
AEL000182,WFR00056,1,A001,TOOL019,2026-03-26T16:06:00,2026-03-26T16:06:00.340000,340,Show current hallucination and pass rates.,Request classified and task plan created.,Success,0.889,506,310,0.01034,
AEL000183,WFR00056,2,A002,TOOL016,2026-03-26T16:06:00.374000,2026-03-26T16:06:00.493000,119,Show current hallucination and pass rates.,Access denied for permission evaluation.read.,Success,0.869,879,186,0.00443,
AEL000184,WFR00057,1,A001,TOOL016,2026-05-18T18:32:00,2026-05-18T18:32:00.560000,560,Which tasks are overdue in Project Nova?,Request classified and task plan created.,Success,0.949,695,204,0.00742,
AEL000185,WFR00057,2,A002,TOOL016,2026-05-18T18:32:00.576000,2026-05-18T18:32:01.379000,803,Which tasks are overdue in Project Nova?,RBAC and resource-scope decision completed.,Success,0.93,439,146,0.00698,
AEL000186,WFR00057,3,A005,TOOL006,2026-05-18T18:32:01.416000,2026-05-18T18:32:02.006000,590,Which tasks are overdue in Project Nova?,Project and task data query completed.,Success,0.781,150,375,0.01122,
AEL000187,WFR00057,4,A008,TOOL019,2026-05-18T18:32:02.075000,2026-05-18T18:32:03.364000,1289,Which tasks are overdue in Project Nova?,"Correctness, grounding, and safety validated.",Success,0.817,814,353,0.00862,
AEL000188,WFR00057,5,A009,TOOL019,2026-05-18T18:32:03.398000,2026-05-18T18:32:03.715000,317,Which tasks are overdue in Project Nova?,Evidence-based explanation generated.,Success,0.851,385,187,0.01148,
AEL000189,WFR00058,1,A001,TOOL016,2026-01-08T11:04:00,2026-01-08T11:04:00.574000,574,Approve a four-day leave request.,Request classified and task plan created.,Success,0.979,245,275,0.01188,
AEL000190,WFR00058,2,A002,TOOL016,2026-01-08T11:04:00.600000,2026-01-08T11:04:01.027000,427,Approve a four-day leave request.,Access denied for permission leave.read_all.,Success,0.833,245,64,0.01069,
AEL000191,WFR00059,1,A001,TOOL016,2026-06-12T08:03:00,2026-06-12T08:03:00.674000,674,What is the remote-work policy?,Request classified and task plan created.,Success,0.963,275,116,0.00368,
AEL000192,WFR00059,2,A002,TOOL016,2026-06-12T08:03:00.736000,2026-06-12T08:03:01.301000,565,What is the remote-work policy?,RBAC and resource-scope decision completed.,Success,0.783,412,64,0.00971,
AEL000193,WFR00059,3,A003,TOOL019,2026-06-12T08:03:01.317000,2026-06-12T08:03:01.989000,672,What is the remote-work policy?,Authorized document evidence retrieved.,Success,0.785,646,360,0.00216,
AEL000194,WFR00059,4,A008,TOOL017,2026-06-12T08:03:02.029000,2026-06-12T08:03:02.394000,365,What is the remote-work policy?,"Correctness, grounding, and safety validated.",Success,0.824,472,162,0.00401,
AEL000195,WFR00059,5,A009,TOOL019,2026-06-12T08:03:02.435000,2026-06-12T08:03:02.846000,411,What is the remote-work policy?,Evidence-based explanation generated.,Success,0.87,132,363,0.01166,
AEL000196,WFR00060,1,A001,TOOL016,2026-08-13T17:19:00,2026-08-13T17:19:00.702000,702,Summarize sick leave by department.,Request classified and task plan created.,Success,0.83,230,392,0.00247,
AEL000197,WFR00060,2,A002,TOOL016,2026-08-13T17:19:00.774000,2026-08-13T17:19:00.861000,87,Summarize sick leave by department.,Access denied for permission leave.read_all.,Success,0.819,845,327,0.00084,
AEL000198,WFR00061,1,A001,TOOL016,2026-08-24T09:28:00,2026-08-24T09:28:00.454000,454,Summarize the risks for Titan Enterprise Data Warehouse.,Request classified and task plan created.,Success,0.807,797,290,0.0062,
AEL000199,WFR00061,2,A002,TOOL016,2026-08-24T09:28:00.522000,2026-08-24T09:28:01.206000,684,Summarize the risks for Titan Enterprise Data Warehouse.,RBAC and resource-scope decision completed.,Success,0.919,839,115,0.00416,
AEL000200,WFR00061,3,A005,TOOL006,2026-08-24T09:28:01.231000,2026-08-24T09:28:01.923000,692,Summarize the risks for Titan Enterprise Data Warehouse.,Project and task data query completed.,Success,0.824,625,217,0.00794,
AEL000201,WFR00061,4,A008,TOOL018,2026-08-24T09:28:01.982000,2026-08-24T09:28:02.688000,706,Summarize the risks for Titan Enterprise Data Warehouse.,"Correctness, grounding, and safety validated.",Success,0.871,276,406,0.0037,
AEL000202,WFR00061,5,A009,TOOL019,2026-08-24T09:28:02.746000,2026-08-24T09:28:03.200000,454,Summarize the risks for Titan Enterprise Data Warehouse.,Evidence-based explanation generated.,Success,0.809,727,361,0.00741,
AEL000203,WFR00062,1,A001,TOOL016,2026-08-21T14:17:00,2026-08-21T14:17:00.445000,445,What is the average salary in Engineering?,Request classified and task plan created.,Success,0.878,627,156,0.00823,
AEL000204,WFR00062,2,A002,TOOL019,2026-08-21T14:17:00.523000,2026-08-21T14:17:00.749000,226,What is the average salary in Engineering?,RBAC and resource-scope decision completed.,Success,0.934,186,178,0.00808,
AEL000205,WFR00062,3,A004,TOOL003,2026-08-21T14:17:00.784000,2026-08-21T14:17:01.009000,225,What is the average salary in Engineering?,HR data query completed.,Success,0.803,304,114,0.00088,
AEL000206,WFR00062,4,A008,TOOL017,2026-08-21T14:17:01.089000,2026-08-21T14:17:02.033000,944,What is the average salary in Engineering?,"Correctness, grounding, and safety validated.",Success,0.781,819,363,0.00857,
AEL000207,WFR00062,5,A009,TOOL019,2026-08-21T14:17:02.086000,2026-08-21T14:17:02.218000,132,What is the average salary in Engineering?,Evidence-based explanation generated.,Success,0.988,825,217,0.00782,
AEL000208,WFR00063,1,A001,TOOL019,2026-06-08T09:38:00,2026-06-08T09:38:00.649000,649,What is the average salary in Engineering?,Request classified and task plan created.,Success,0.888,889,301,0.00748,
AEL000209,WFR00063,2,A002,TOOL016,2026-06-08T09:38:00.679000,2026-06-08T09:38:01.308000,629,What is the average salary in Engineering?,Access denied for permission employee.salary.read.,Success,0.94,938,404,0.01015,
AEL000210,WFR00064,1,A001,TOOL019,2026-04-01T15:43:00,2026-04-01T15:43:00.645000,645,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Request classified and task plan created.,Success,0.931,474,281,0.00106,
AEL000211,WFR00064,2,A002,TOOL019,2026-04-01T15:43:00.670000,2026-04-01T15:43:01.330000,660,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Access denied for permission ai.query.,Success,0.905,202,299,0.00115,
AEL000212,WFR00065,1,A001,TOOL019,2026-04-28T15:18:00,2026-04-28T15:18:00.483000,483,Approve a 15 percent discount for this order.,Request classified and task plan created.,Success,0.824,526,268,0.004,
AEL000213,WFR00065,2,A002,TOOL019,2026-04-28T15:18:00.521000,2026-04-28T15:18:00.696000,175,Approve a 15 percent discount for this order.,RBAC and resource-scope decision completed.,Success,0.986,185,412,0.00095,
AEL000214,WFR00065,3,A006,TOOL011,2026-04-28T15:18:00.724000,2026-04-28T15:18:01.604000,880,Approve a 15 percent discount for this order.,Sales aggregation completed.,Success,0.841,918,155,0.00637,
AEL000215,WFR00065,4,A007,TOOL012,2026-04-28T15:18:01.684000,2026-04-28T15:18:02.320000,636,Approve a 15 percent discount for this order.,Finance policy and request data evaluated.,Success,0.861,882,329,0.00142,
AEL000216,WFR00065,5,A010,TOOL018,2026-04-28T15:18:02.331000,2026-04-28T15:18:02.675000,344,Approve a 15 percent discount for this order.,Human approval workflow created or resumed.,Success,0.936,618,89,0.01131,
