workflow_run_id,workflow_definition_id,user_id,user_roles,original_query,input_modality,started_at,completed_at,status,security_decision,required_permission,requires_human_approval,approval_request_id,agent_route,final_answer_summary,evidence_sources,confidence_score,grounding_score,execution_time_ms,estimated_cost_usd,explanation_summary,error_type
WFR00299,WFD003,U0041,Employee,Which project teams have workload above 100 percent?,text,2026-06-21T17:01:00,2026-06-21T17:01:03.534000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.726,0.87,3534,0.01364,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00300,WFD001,U0090,Employee,What is the remote-work policy?,text+docx,2026-03-17T11:18:00,2026-03-17T11:18:01.926000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.719,0.804,1926,0.03506,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00301,WFD006,U0119,Employee,Compare sales channels in Q2 2026.,text,2026-08-14T14:43:00,2026-08-14T14:43:03.361000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.913,0.989,3361,0.0344,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00302,WFD009,U0040,Employee,Show my leave history.,text,2026-02-23T12:55:00,2026-02-23T12:55:00.733000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,733,0.01272,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00303,WFD004,U0144,Employee,List all employee compensation records.,text,2026-08-20T09:04:00,2026-08-20T09:04:00.869000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,869,0.0106,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00304,WFD004,U0109,Employee,List all employee compensation records.,text,2026-06-13T08:30:00,2026-06-13T08:30:01.250000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1250,0.0175,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00305,WFD010,U0011,Employee,Show the salary access policy.,text+docx,2026-07-15T18:33:00,2026-07-15T18:33:00.792000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC002,1.0,1.0,792,0.01455,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00306,WFD004,U0032,Employee,List all employee compensation records.,text,2026-08-14T13:25:00,2026-08-14T13:25:00.550000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,550,0.00936,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00307,WFD012,U0166,Employee,Analyze workforce capacity and sales performance for executives.,text,2026-03-23T18:02:00,2026-03-23T18:02:00.459000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,459,0.00425,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00308,WFD008,U0064,Employee,Show pending purchase approvals.,text,2026-08-05T13:29:00,2026-08-05T13:29:00.800000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,800,0.0108,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00309,WFD012,U0124,Employee,Create a cross-domain operational risk briefing.,text+pdf,2026-08-01T15:54:00,2026-08-01T15:54:00.532000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,532,0.01263,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00310,WFD006,U0060,Employee,Which product category has the lowest margin?,text+pdf,2026-08-26T09:51:00,2026-08-26T09:51:02.781000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.979,0.931,2781,0.02989,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00311,WFD002,U0185,Employee,Which tasks are overdue in Project Nova?,text,2026-04-23T17:46:00,2026-04-23T17:46:02.291000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.821,0.954,2291,0.02828,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00312,WFD005,U0142,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-08-25T14:13:00,2026-08-25T14:13:03.921000,Awaiting Approval,ALLOW,project.read,true,APR00039,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.714,0.986,3921,0.0434,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00313,WFD010,U0076,Employee,Show the salary access policy.,text,2026-03-13T08:20:00,2026-03-13T08:20:00.506000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC003,1.0,1.0,506,0.01964,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00314,WFD007,U0029,Employee,Approve a 15 percent discount for this order.,text,2026-01-03T17:03:00,2026-01-03T17:03:02.921000,Needs Human Review,ALLOW,sales.read,true,APR00160,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.927,0.774,2921,0.04157,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00315,WFD011,U0105,Employee,Show current hallucination and pass rates.,text,2026-04-26T16:55:00,2026-04-26T16:55:01.326000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,1326,0.01285,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00316,WFD011,U0118,Employee,Show current hallucination and pass rates.,text,2026-05-15T17:04:00,2026-05-15T17:04:00.957000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,957,0.01853,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00317,WFD004,U0152,Employee,List all employee compensation records.,text,2026-05-05T14:19:00,2026-05-05T14:19:01.144000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1144,0.00535,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00318,WFD006,U0074,Employee,Compare sales channels in Q2 2026.,text,2026-07-07T15:30:00,2026-07-07T15:30:02.402000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.846,0.925,2402,0.02189,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00319,WFD012,U0194,Employee,Create a cross-domain operational risk briefing.,text+csv,2026-02-23T13:29:00,2026-02-23T13:29:01.092000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC009;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1092,0.01364,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00320,WFD012,U0093,Employee,Create a cross-domain operational risk briefing.,text+docx,2026-03-07T18:36:00,2026-03-07T18:36:00.994000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC003;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,994,0.01183,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00321,WFD007,U0011,Employee,Approve a 15 percent discount for this order.,text,2026-01-03T15:33:00,2026-01-03T15:33:03.284000,Completed,ALLOW,sales.read,true,APR00008,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.765,0.838,3284,0.03238,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00322,WFD005,U0168,Employee,Move a deployment task to an available team member.,text,2026-03-12T18:32:00,2026-03-12T18:32:03.956000,Completed,ALLOW,project.read,true,APR00069,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.88,0.83,3956,0.04701,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00323,WFD003,U0136,Employee,Which project teams have workload above 100 percent?,text,2026-08-21T17:33:00,2026-08-21T17:33:03.586000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.955,0.862,3586,0.03626,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00324,WFD001,U0106,Employee,How many casual leave days are available?,text+csv,2026-05-06T17:34:00,2026-05-06T17:34:02.780000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.852,0.974,2780,0.05004,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00325,WFD008,U0020,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-02-16T16:38:00,2026-02-16T16:38:00.603000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,603,0.01748,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00326,WFD011,U0033,Employee,Which evaluation program has the highest regression rate?,text,2026-08-19T12:13:00,2026-08-19T12:13:00.857000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,857,0.01453,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00327,WFD006,U0082,Employee,Compare sales channels in Q2 2026.,text,2026-05-16T15:20:00,2026-05-16T15:20:03.071000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.926,0.948,3071,0.02128,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00328,WFD002,U0017,Auditor|Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-01-11T08:12:00,2026-01-11T08:12:03.188000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.703,0.89,3188,0.02663,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00329,WFD012,U0142,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text,2026-02-13T09:03:00,2026-02-13T09:03:00.626000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC003;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,626,0.00908,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00330,WFD008,U0070,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-04-12T18:50:00,2026-04-12T18:50:00.627000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,627,0.01052,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00331,WFD004,U0167,Employee,Show the annual salary of employee E0013.,text,2026-01-07T14:37:00,2026-01-07T14:37:01.056000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1056,0.00774,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00332,WFD005,U0183,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-02-08T08:41:00,2026-02-08T08:41:03.438000,Completed,ALLOW,project.read,true,APR00064,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.969,0.976,3438,0.03557,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00333,WFD001,U0059,Employee,What is the remote-work policy?,text+csv,2026-04-30T08:11:00,2026-04-30T08:11:02.990000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.881,0.781,2990,0.03434,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00334,WFD009,U0040,Employee,Show my leave history.,text,2026-05-22T08:25:00,2026-05-22T08:25:00.915000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,915,0.01398,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00335,WFD003,U0070,Employee,Compare project risk with current team capacity.,text,2026-07-02T13:43:00,2026-07-02T13:43:03.575000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.933,0.849,3575,0.04795,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00336,WFD009,U0075,Employee,Summarize sick leave by department.,text,2026-02-18T15:46:00,2026-02-18T15:46:00.837000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,837,0.01358,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00337,WFD007,U0076,Employee,Can the sales manager grant a 22 percent discount?,text,2026-04-21T13:45:00,2026-04-21T13:45:02.890000,Completed,ALLOW,sales.read,true,APR00004,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.901,0.887,2890,0.03391,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00338,WFD012,U0158,Employee,Create a cross-domain operational risk briefing.,text+docx,2026-03-04T10:53:00,2026-03-04T10:53:01.217000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1217,0.01539,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00339,WFD012,U0044,Employee,Analyze workforce capacity and sales performance for executives.,text+csv,2026-01-23T15:54:00,2026-01-23T15:54:01.650000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1650,0.01457,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00340,WFD002,U0119,Employee,Which tasks are overdue in Project Nova?,text,2026-04-22T10:07:00,2026-04-22T10:07:03.207000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.761,0.833,3207,0.03049,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00341,WFD008,U0199,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-03-24T16:30:00,2026-03-24T16:30:01.565000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1565,0.01709,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00342,WFD003,U0052,Employee,Compare project risk with current team capacity.,text,2026-07-03T14:58:00,2026-07-03T14:58:04.150000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.73,0.761,4150,0.03419,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00343,WFD006,U0161,Employee,Which product category has the lowest margin?,text+pdf,2026-08-26T12:32:00,2026-08-26T12:32:03.596000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.792,0.899,3596,0.02191,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00344,WFD008,U0063,Employee,Approve the purchase request according to policy.,text,2026-01-06T18:28:00,2026-01-06T18:28:01.214000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1214,0.01341,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00345,WFD006,U0125,Employee,Compare sales channels in Q2 2026.,text+csv,2026-08-10T08:34:00,2026-08-10T08:34:03.489000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.964,0.879,3489,0.03327,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00346,WFD001,U0059,Employee,How many casual leave days are available?,text+pdf,2026-08-12T18:56:00,2026-08-12T18:56:03.175000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.865,0.768,3175,0.03318,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00347,WFD009,U0148,Employee,Approve a four-day leave request.,text,2026-02-05T17:39:00,2026-02-05T17:39:01.429000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1429,0.01861,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00348,WFD002,U0129,Employee,Which tasks are overdue in Project Nova?,text,2026-02-12T18:23:00,2026-02-12T18:23:01.666000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.98,0.805,1666,0.02496,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00349,WFD009,U0112,Employee,Summarize sick leave by department.,text,2026-02-17T15:36:00,2026-02-17T15:36:01.367000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1367,0.00486,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00350,WFD012,U0189,Employee,Create a cross-domain operational risk briefing.,text+csv,2026-01-13T17:12:00,2026-01-13T17:12:00.928000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,928,0.00886,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00351,WFD005,U0109,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-03-17T12:13:00,2026-03-17T12:13:04.413000,Completed,ALLOW,project.read,true,APR00019,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.913,0.801,4413,0.03762,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00352,WFD002,U0022,Employee,Analyze Project Atlas status.,text,2026-04-07T18:26:00,2026-04-07T18:26:02.287000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.859,0.77,2287,0.03548,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00353,WFD010,U0113,Employee,Can an employee read the compensation policy?,text,2026-07-28T09:47:00,2026-07-28T09:47:01.065000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC009,1.0,1.0,1065,0.0085,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00354,WFD010,U0093,Employee,Retrieve the restricted security policy.,text+csv,2026-06-28T11:55:00,2026-06-28T11:55:01.002000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC009,1.0,1.0,1002,0.01234,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00355,WFD010,U0076,Employee,Can an employee read the compensation policy?,text+pdf,2026-05-05T12:50:00,2026-05-05T12:50:00.605000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC009,1.0,1.0,605,0.01417,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00356,WFD003,U0173,Employee,Compare project risk with current team capacity.,text,2026-07-25T09:11:00,2026-07-25T09:11:03.010000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.823,0.836,3010,0.0515,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00357,WFD001,U0129,Employee,How many casual leave days are available?,text,2026-07-16T17:19:00,2026-07-16T17:19:03.347000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.963,0.888,3347,0.03443,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00358,WFD006,U0075,Employee,Which region has the highest sales and profit?,text+docx,2026-06-11T13:17:00,2026-06-11T13:17:02.003000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.901,0.962,2003,0.01873,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00359,WFD004,U0151,Employee,List all employee compensation records.,text,2026-04-20T09:07:00,2026-04-20T09:07:00.527000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,527,0.00707,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00360,WFD011,U0195,Employee|Executive,Show current hallucination and pass rates.,text,2026-03-16T17:49:00,2026-03-16T17:49:01.831000,Needs Human Review,ALLOW,evaluation.read,true,,A001|A002|A011|A008|A009,The workflow completed with grounded evidence and an explainable result.,,0.733,0.977,1831,0.03586,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00361,WFD012,U0129,Employee,Analyze workforce capacity and sales performance for executives.,text+docx,2026-03-22T12:07:00,2026-03-22T12:07:00.942000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC003;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,942,0.02314,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00362,WFD012,U0182,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+pdf,2026-05-17T08:15:00,2026-05-17T08:15:00.870000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,870,0.02012,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00363,WFD006,U0156,Employee,Which product category has the lowest margin?,text+pdf,2026-03-29T15:05:00,2026-03-29T15:05:02.193000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.862,0.971,2193,0.03442,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00364,WFD002,U0041,Employee,Analyze Project Atlas status.,text,2026-03-05T10:59:00,2026-03-05T10:59:03.785000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.967,0.85,3785,0.02457,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00365,WFD002,U0016,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-03-17T14:08:00,2026-03-17T14:08:01.862000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.753,0.896,1862,0.03021,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00366,WFD012,U0171,Employee,Create a cross-domain operational risk briefing.,text+csv,2026-03-09T16:44:00,2026-03-09T16:44:00.897000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC005;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,897,0.011,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00367,WFD004,U0097,Employee,Show the annual salary of employee E0013.,text,2026-07-18T16:32:00,2026-07-18T16:32:00.791000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,791,0.01017,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00368,WFD004,U0139,Employee,List all employee compensation records.,text,2026-02-08T17:26:00,2026-02-08T17:26:01.200000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1200,0.01409,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00369,WFD008,U0117,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-04-27T11:10:00,2026-04-27T11:10:00.929000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,929,0.0152,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00370,WFD008,U0182,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-01-24T18:03:00,2026-01-24T18:03:01.328000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1328,0.01413,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00371,WFD012,U0030,Employee,Create a cross-domain operational risk briefing.,text,2026-03-15T12:57:00,2026-03-15T12:57:00.720000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC006;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,720,0.01247,Deterministic RBAC checked roles Employee and denied the requested permission.,
